timestamp_utc,from_zone,to_zone,atc_mw,ntc_mw,scheduled_flow_mw,congestion_rent_eur_mwh,redispatch_volume_mw,curtailment_mw
2026-01-16T11:00:00Z,DE-LU,DK1,1837.0,4270.0,3401.0,0,0,0
2026-01-16T12:00:00Z,DE-LU,AT,1588.0,2994.0,-1736.0,0,0,0
2026-01-16T12:00:00Z,DE-LU,FR,537.0,1096.0,-531.0,0,0,0
2026-01-16T12:00:00Z,DE-LU,NL,1263.0,1345.0,904.0,0,0,0
2026-01-16T12:00:00Z,DE-LU,PL,2555.0,4057.0,-503.0,0,0,0
2026-01-16T12:00:00Z,DE-LU,CZ,2458.0,3233.0,1618.0,0,0,0
2026-01-16T12:00:00Z,DE-LU,DK1,2827.0,3379.0,1192.0,0,0,0
2026-01-16T13:00:00Z,DE-LU,AT,3029.0,3561.0,1701.0,0,0,0
2026-01-16T13:00:00Z,DE-LU,FR,2073.0,4168.0,-2864.0,0,0,0
2026-01-16T13:00:00Z,DE-LU,NL,1831.0,2240.0,-623.0,0,0,0
2026-01-16T13:00:00Z,DE-LU,PL,1677.0,2745.0,1656.0,0,0,0
2026-01-16T13:00:00Z,DE-LU,CZ,2112.0,3611.0,2067.0,0,0,0
2026-01-16T13:00:00Z,DE-LU,DK1,740.0,886.0,47.0,0,0,0
2026-01-16T14:00:00Z,DE-LU,AT,1447.0,3637.0,-1647.0,0,0,0
2026-01-16T14:00:00Z,DE-LU,FR,775.0,1768.0,517.0,0,0,0
2026-01-16T14:00:00Z,DE-LU,NL,970.0,1064.0,309.0,0,0,0
2026-01-16T14:00:00Z,DE-LU,PL,2876.0,3398.0,-377.0,0,0,0
2026-01-16T14:00:00Z,DE-LU,CZ,3045.0,3689.0,-590.0,0,0,0
2026-01-16T14:00:00Z,DE-LU,DK1,1123.0,1529.0,207.0,0,0,0
2026-01-16T15:00:00Z,DE-LU,AT,1534.0,3940.0,-1251.0,0,0,0
2026-01-16T15:00:00Z,DE-LU,FR,1084.0,1615.0,186.0,0,0,0
2026-01-16T15:00:00Z,DE-LU,NL,1253.0,1808.0,879.0,0,0,0
2026-01-16T15:00:00Z,DE-LU,PL,1757.0,3666.0,-1750.0,0,0,0
2026-01-16T15:00:00Z,DE-LU,CZ,1183.0,1267.0,-154.0,0,0,0
2026-01-16T15:00:00Z,DE-LU,DK1,1259.0,1424.0,-1096.0,0,0,0
2026-01-16T16:00:00Z,DE-LU,AT,1041.0,1440.0,544.0,0,0,0
2026-01-16T16:00:00Z,DE-LU,FR,439.0,887.0,-589.0,0,0,0
2026-01-16T16:00:00Z,DE-LU,NL,1371.0,1561.0,826.0,0,0,0
2026-01-16T16:00:00Z,DE-LU,PL,2628.0,3368.0,2515.0,0,0,0
2026-01-16T16:00:00Z,DE-LU,CZ,1992.0,2177.0,-1531.0,0,0,0
2026-01-16T16:00:00Z,DE-LU,DK1,2025.0,2797.0,-309.0,0,0,0
2026-01-16T17:00:00Z,DE-LU,AT,525.0,1407.0,950.0,0,0,0
2026-01-16T17:00:00Z,DE-LU,FR,1205.0,2649.0,401.0,0,0,0
2026-01-16T17:00:00Z,DE-LU,NL,2835.0,3407.0,599.0,0,0,0
2026-01-16T17:00:00Z,DE-LU,PL,1068.0,1897.0,1261.0,0,0,0
2026-01-16T17:00:00Z,DE-LU,CZ,3355.0,3665.0,-1940.0,0,0,0
2026-01-16T17:00:00Z,DE-LU,DK1,331.0,1038.0,-250.0,0,0,0
2026-01-16T18:00:00Z,DE-LU,AT,2581.0,4093.0,2563.0,0,0,0
2026-01-16T18:00:00Z,DE-LU,FR,3062.0,3549.0,2022.0,0,0,0
2026-01-16T18:00:00Z,DE-LU,NL,1723.0,3501.0,-750.0,0,0,0
2026-01-16T18:00:00Z,DE-LU,PL,1263.0,3332.0,-1804.0,2.91,79.0,0
2026-01-16T18:00:00Z,DE-LU,CZ,2191.0,3867.0,-3052.0,0,0,0
2026-01-16T18:00:00Z,DE-LU,DK1,1899.0,4380.0,-3419.0,0,0,0
2026-01-16T19:00:00Z,DE-LU,AT,2318.0,4171.0,1616.0,0,0,0
2026-01-16T19:00:00Z,DE-LU,FR,1811.0,4306.0,2047.0,0,0,0
2026-01-16T19:00:00Z,DE-LU,NL,1450.0,3424.0,96.0,0,0,0
2026-01-16T19:00:00Z,DE-LU,PL,1572.0,2386.0,-93.0,0,0,0
2026-01-16T19:00:00Z,DE-LU,CZ,1228.0,3015.0,-1050.0,0,0,0
2026-01-16T19:00:00Z,DE-LU,DK1,1745.0,3416.0,255.0,0,0,0
2026-01-16T20:00:00Z,DE-LU,AT,1467.0,1952.0,814.0,0,0,0
2026-01-16T20:00:00Z,DE-LU,FR,3622.0,3827.0,-2954.0,0,0,0
2026-01-16T20:00:00Z,DE-LU,NL,1114.0,3397.0,2593.0,0,0,0
2026-01-16T20:00:00Z,DE-LU,PL,869.0,1794.0,915.0,0,0,0
2026-01-16T20:00:00Z,DE-LU,CZ,2485.0,2911.0,-2106.0,0,0,0
2026-01-16T20:00:00Z,DE-LU,DK1,726.0,1700.0,1109.0,0,0,0
2026-01-16T21:00:00Z,DE-LU,AT,1308.0,2534.0,-463.0,0,0,0
2026-01-16T21:00:00Z,DE-LU,FR,1518.0,2617.0,1477.0,0,0,0
2026-01-16T21:00:00Z,DE-LU,NL,532.0,929.0,-128.0,0,0,0
2026-01-16T21:00:00Z,DE-LU,PL,845.0,977.0,-203.0,0,0,0
2026-01-16T21:00:00Z,DE-LU,CZ,1447.0,3246.0,753.0,0,0,0
2026-01-16T21:00:00Z,DE-LU,DK1,1845.0,1949.0,-1207.0,0,0,0
2026-01-16T22:00:00Z,DE-LU,AT,531.0,803.0,267.0,0,0,0
2026-01-16T22:00:00Z,DE-LU,FR,3186.0,3432.0,1699.0,0,0,0
2026-01-16T22:00:00Z,DE-LU,NL,2786.0,3248.0,137.0,0,0,0
2026-01-16T22:00:00Z,DE-LU,PL,354.0,1107.0,392.0,5.41,21.0,0
2026-01-16T22:00:00Z,DE-LU,CZ,531.0,977.0,276.0,0,0,0
2026-01-16T22:00:00Z,DE-LU,DK1,2308.0,3006.0,900.0,0,0,0
2026-01-16T23:00:00Z,DE-LU,AT,2737.0,4303.0,-857.0,0,0,0
2026-01-16T23:00:00Z,DE-LU,FR,823.0,988.0,-326.0,0,0,0
2026-01-16T23:00:00Z,DE-LU,NL,720.0,1410.0,-805.0,0,0,14.0
2026-01-16T23:00:00Z,DE-LU,PL,1933.0,2232.0,-633.0,0,0,0
2026-01-16T23:00:00Z,DE-LU,CZ,2933.0,3107.0,-999.0,0,0,0
2026-01-16T23:00:00Z,DE-LU,DK1,915.0,1687.0,-790.0,0,0,0
2026-01-17T00:00:00Z,DE-LU,AT,3038.0,4438.0,2239.0,0,0,0
2026-01-17T00:00:00Z,DE-LU,FR,2875.0,3284.0,627.0,0,0,0
2026-01-17T00:00:00Z,DE-LU,NL,892.0,1097.0,-313.0,0,0,0
2026-01-17T00:00:00Z,DE-LU,PL,510.0,976.0,503.0,0,0,0
2026-01-17T00:00:00Z,DE-LU,CZ,1344.0,3512.0,2786.0,6.39,0,0
2026-01-17T00:00:00Z,DE-LU,DK1,3331.0,4012.0,-1893.0,0,0,0
2026-01-17T01:00:00Z,DE-LU,AT,842.0,1874.0,890.0,0,0,0
2026-01-17T01:00:00Z,DE-LU,FR,2650.0,2948.0,-582.0,0,0,0
2026-01-17T01:00:00Z,DE-LU,NL,1125.0,1358.0,1032.0,0,0,0
2026-01-17T01:00:00Z,DE-LU,PL,2684.0,4129.0,2601.0,0,0,0
2026-01-17T01:00:00Z,DE-LU,CZ,1560.0,1954.0,1048.0,0,0,0
2026-01-17T01:00:00Z,DE-LU,DK1,777.0,895.0,79.0,0,0,0
2026-01-17T02:00:00Z,DE-LU,AT,1085.0,3540.0,2656.0,0,0,0
2026-01-17T02:00:00Z,DE-LU,FR,2871.0,3141.0,124.0,0,0,0
2026-01-17T02:00:00Z,DE-LU,NL,928.0,1348.0,-280.0,0,0,0
2026-01-17T02:00:00Z,DE-LU,PL,1483.0,1964.0,511.0,0,0,0
2026-01-17T02:00:00Z,DE-LU,CZ,3426.0,3987.0,-2293.0,0,0,0
2026-01-17T02:00:00Z,DE-LU,DK1,1656.0,3887.0,2647.0,0,0,0
2026-01-17T03:00:00Z,DE-LU,AT,909.0,1100.0,731.0,0,0,0
2026-01-17T03:00:00Z,DE-LU,FR,3412.0,3655.0,714.0,0,0,0
2026-01-17T03:00:00Z,DE-LU,NL,1814.0,2407.0,1424.0,0,0,0
2026-01-17T03:00:00Z,DE-LU,PL,2131.0,3199.0,-1776.0,0,0,0
2026-01-17T03:00:00Z,DE-LU,CZ,423.0,861.0,-598.0,0,0,0
2026-01-17T03:00:00Z,DE-LU,DK1,1951.0,2228.0,-1488.0,0,0,0
2026-01-17T04:00:00Z,DE-LU,AT,470.0,1492.0,391.0,4.08,0,0
2026-01-17T04:00:00Z,DE-LU,FR,1536.0,4133.0,-2019.0,3.85,0,0
2026-01-17T04:00:00Z,DE-LU,NL,1933.0,3522.0,967.0,0,0,0
2026-01-17T04:00:00Z,DE-LU,PL,1447.0,2098.0,-899.0,0,0,21.0
2026-01-17T04:00:00Z,DE-LU,CZ,1875.0,3670.0,-2171.0,0,0,0
2026-01-17T04:00:00Z,DE-LU,DK1,1570.0,2256.0,-1490.0,0,0,0
2026-01-17T05:00:00Z,DE-LU,AT,1067.0,2411.0,918.0,0,0,0
2026-01-17T05:00:00Z,DE-LU,FR,2167.0,2933.0,-2197.0,0,0,0
2026-01-17T05:00:00Z,DE-LU,NL,707.0,2357.0,854.0,0,0,0
2026-01-17T05:00:00Z,DE-LU,PL,1854.0,2026.0,735.0,0,0,0
2026-01-17T05:00:00Z,DE-LU,CZ,1591.0,4484.0,-1158.0,5.27,42.0,0
2026-01-17T05:00:00Z,DE-LU,DK1,1158.0,1671.0,693.0,0,0,0
2026-01-17T06:00:00Z,DE-LU,AT,1260.0,1742.0,593.0,0,0,0
2026-01-17T06:00:00Z,DE-LU,FR,2395.0,2748.0,-144.0,0,0,0
2026-01-17T06:00:00Z,DE-LU,NL,2613.0,3471.0,-422.0,0,0,0
2026-01-17T06:00:00Z,DE-LU,PL,1783.0,4044.0,-970.0,0,0,0
2026-01-17T06:00:00Z,DE-LU,CZ,1537.0,1893.0,-308.0,0,0,0
2026-01-17T06:00:00Z,DE-LU,DK1,1691.0,1929.0,1430.0,0,0,0
2026-01-17T07:00:00Z,DE-LU,AT,1353.0,1865.0,312.0,0,0,0
2026-01-17T07:00:00Z,DE-LU,FR,2007.0,3201.0,2254.0,0,0,0
2026-01-17T07:00:00Z,DE-LU,NL,1921.0,2248.0,1699.0,0,0,0
2026-01-17T07:00:00Z,DE-LU,PL,2557.0,2811.0,-742.0,0,0,0
2026-01-17T07:00:00Z,DE-LU,CZ,588.0,951.0,236.0,0,0,0
2026-01-17T07:00:00Z,DE-LU,DK1,2004.0,2604.0,-19.0,0,0,0
2026-01-17T08:00:00Z,DE-LU,AT,982.0,2085.0,1036.0,0,0,0
2026-01-17T08:00:00Z,DE-LU,FR,2379.0,3376.0,1135.0,0,0,0
2026-01-17T08:00:00Z,DE-LU,NL,2709.0,3534.0,1969.0,0,0,0
2026-01-17T08:00:00Z,DE-LU,PL,1661.0,2882.0,-1443.0,0,0,0
2026-01-17T08:00:00Z,DE-LU,CZ,517.0,1484.0,572.0,0,0,0
2026-01-17T08:00:00Z,DE-LU,DK1,453.0,1014.0,-182.0,0,0,4.0
2026-01-17T09:00:00Z,DE-LU,AT,840.0,1510.0,-1178.0,0,0,0
2026-01-17T09:00:00Z,DE-LU,FR,3493.0,3710.0,-1113.0,0,0,0
2026-01-17T09:00:00Z,DE-LU,NL,952.0,1500.0,-22.0,0,0,0
2026-01-17T09:00:00Z,DE-LU,PL,2530.0,2804.0,-1969.0,0,0,0
2026-01-17T09:00:00Z,DE-LU,CZ,513.0,1338.0,387.0,1.45,35.0,0
2026-01-17T09:00:00Z,DE-LU,DK1,2940.0,3793.0,-1226.0,0,0,0
2026-01-17T10:00:00Z,DE-LU,AT,2427.0,2839.0,274.0,0,0,0
2026-01-17T10:00:00Z,DE-LU,FR,967.0,2921.0,2003.0,6.26,0,0
2026-01-17T10:00:00Z,DE-LU,NL,2316.0,4046.0,985.0,0,0,0
2026-01-17T10:00:00Z,DE-LU,PL,1586.0,3459.0,1696.0,0,0,0
2026-01-17T10:00:00Z,DE-LU,CZ,1073.0,3473.0,-150.0,4.21,0,0
2026-01-17T10:00:00Z,DE-LU,DK1,1020.0,2710.0,-1796.0,0,0,0
2026-01-17T11:00:00Z,DE-LU,AT,924.0,1628.0,-562.0,0,0,0
2026-01-17T11:00:00Z,DE-LU,FR,1030.0,2341.0,-705.0,0,0,0
2026-01-17T11:00:00Z,DE-LU,NL,1186.0,1315.0,-996.0,0,0,0
2026-01-17T11:00:00Z,DE-LU,PL,2721.0,4012.0,2993.0,0,0,0
2026-01-17T11:00:00Z,DE-LU,CZ,1649.0,3591.0,1346.0,0,0,0
2026-01-17T11:00:00Z,DE-LU,DK1,1500.0,2919.0,857.0,0,0,0
2026-01-17T12:00:00Z,DE-LU,AT,2864.0,3495.0,2632.0,0,0,0
2026-01-17T12:00:00Z,DE-LU,FR,1835.0,2987.0,-851.0,0,0,0
2026-01-17T12:00:00Z,DE-LU,NL,2850.0,3098.0,55.0,0,0,0
2026-01-17T12:00:00Z,DE-LU,PL,630.0,1619.0,164.0,0,0,0
2026-01-17T12:00:00Z,DE-LU,CZ,1104.0,1768.0,-1041.0,0,0,0
2026-01-17T12:00:00Z,DE-LU,DK1,2367.0,3315.0,757.0,0,0,0
2026-01-17T13:00:00Z,DE-LU,AT,2179.0,4183.0,-3097.0,0,0,0
2026-01-17T13:00:00Z,DE-LU,FR,1930.0,2405.0,747.0,0,0,0
2026-01-17T13:00:00Z,DE-LU,NL,1319.0,3277.0,-2426.0,0,0,0
2026-01-17T13:00:00Z,DE-LU,PL,1598.0,4376.0,-2820.0,0,0,0
2026-01-17T13:00:00Z,DE-LU,CZ,867.0,2259.0,-109.0,4.36,60.0,0
2026-01-17T13:00:00Z,DE-LU,DK1,923.0,1902.0,-692.0,0,0,0
2026-01-17T14:00:00Z,DE-LU,AT,2188.0,3282.0,-1090.0,0,0,0
2026-01-17T14:00:00Z,DE-LU,FR,888.0,1172.0,-759.0,0,0,0
2026-01-17T14:00:00Z,DE-LU,NL,1380.0,1646.0,-758.0,0,0,0
2026-01-17T14:00:00Z,DE-LU,PL,4173.0,4457.0,-3169.0,0,0,0
2026-01-17T14:00:00Z,DE-LU,CZ,692.0,1697.0,350.0,0,0,0
2026-01-17T14:00:00Z,DE-LU,DK1,1604.0,1979.0,-216.0,0,0,0
2026-01-17T15:00:00Z,DE-LU,AT,766.0,1678.0,-1257.0,0,0,0
2026-01-17T15:00:00Z,DE-LU,FR,1819.0,3138.0,-2063.0,0,0,0
2026-01-17T15:00:00Z,DE-LU,NL,2880.0,3641.0,-2347.0,0,0,0
2026-01-17T15:00:00Z,DE-LU,PL,1270.0,2411.0,1169.0,0,0,0
2026-01-17T15:00:00Z,DE-LU,CZ,677.0,2141.0,681.0,0,0,0
2026-01-17T15:00:00Z,DE-LU,DK1,3331.0,3841.0,893.0,0,0,0
2026-01-17T16:00:00Z,DE-LU,AT,364.0,877.0,-34.0,0,0,0
2026-01-17T16:00:00Z,DE-LU,FR,1489.0,2206.0,907.0,0,0,0
2026-01-17T16:00:00Z,DE-LU,NL,729.0,2023.0,204.0,1.61,0,0
2026-01-17T16:00:00Z,DE-LU,PL,1179.0,2292.0,406.0,0,0,0
2026-01-17T16:00:00Z,DE-LU,CZ,1149.0,1815.0,-289.0,0,0,0
2026-01-17T16:00:00Z,DE-LU,DK1,792.0,1684.0,615.0,0,0,0
2026-01-17T17:00:00Z,DE-LU,AT,2257.0,3559.0,-2821.0,0,0,0
2026-01-17T17:00:00Z,DE-LU,FR,2434.0,2970.0,-2086.0,0,0,0
2026-01-17T17:00:00Z,DE-LU,NL,1860.0,3916.0,-2845.0,0,0,0
2026-01-17T17:00:00Z,DE-LU,PL,952.0,1711.0,-626.0,0,0,0
2026-01-17T17:00:00Z,DE-LU,CZ,1227.0,1346.0,-1064.0,0,0,0
2026-01-17T17:00:00Z,DE-LU,DK1,1501.0,2544.0,1240.0,0,0,0
2026-01-17T18:00:00Z,DE-LU,AT,2469.0,2767.0,-1507.0,0,0,0
2026-01-17T18:00:00Z,DE-LU,FR,672.0,1842.0,1421.0,0.37,0,0
2026-01-17T18:00:00Z,DE-LU,NL,1319.0,1435.0,-855.0,0,0,0
2026-01-17T18:00:00Z,DE-LU,PL,505.0,865.0,-280.0,0,0,0
2026-01-17T18:00:00Z,DE-LU,CZ,1680.0,2818.0,-1595.0,0,0,1.0
2026-01-17T18:00:00Z,DE-LU,DK1,1318.0,1467.0,-256.0,0,0,0
2026-01-17T19:00:00Z,DE-LU,AT,1744.0,2480.0,600.0,0,0,5.0
2026-01-17T19:00:00Z,DE-LU,FR,920.0,2263.0,-1442.0,0,0,0
2026-01-17T19:00:00Z,DE-LU,NL,2008.0,2372.0,-825.0,0,0,0
2026-01-17T19:00:00Z,DE-LU,PL,1411.0,2874.0,-1179.0,0,0,0
2026-01-17T19:00:00Z,DE-LU,CZ,853.0,2481.0,928.0,0,0,0
2026-01-17T19:00:00Z,DE-LU,DK1,1531.0,1937.0,958.0,0,0,0
2026-01-17T20:00:00Z,DE-LU,AT,1106.0,1613.0,1079.0,0,0,0
2026-01-17T20:00:00Z,DE-LU,FR,2253.0,2954.0,-2203.0,0,0,0
2026-01-17T20:00:00Z,DE-LU,NL,919.0,1308.0,639.0,0,0,0
2026-01-17T20:00:00Z,DE-LU,PL,1286.0,3549.0,-894.0,0,0,0
2026-01-17T20:00:00Z,DE-LU,CZ,1172.0,3731.0,-2816.0,0,0,0
2026-01-17T20:00:00Z,DE-LU,DK1,1445.0,3299.0,-1828.0,0,0,0
2026-01-17T21:00:00Z,DE-LU,AT,1631.0,1849.0,722.0,0,0,0
2026-01-17T21:00:00Z,DE-LU,FR,2000.0,4094.0,2630.0,0,0,17.0
2026-01-17T21:00:00Z,DE-LU,NL,1939.0,3638.0,-986.0,0,0,0
2026-01-17T21:00:00Z,DE-LU,PL,1945.0,2361.0,35.0,0,0,0
2026-01-17T21:00:00Z,DE-LU,CZ,1285.0,1992.0,60.0,0,0,0
2026-01-17T21:00:00Z,DE-LU,DK1,2267.0,3185.0,885.0,0,0,0
2026-01-17T22:00:00Z,DE-LU,AT,2230.0,4140.0,1756.0,0,0,0
2026-01-17T22:00:00Z,DE-LU,FR,2739.0,3792.0,2768.0,0,0,0
2026-01-17T22:00:00Z,DE-LU,NL,841.0,2124.0,-546.0,0,0,24.0
2026-01-17T22:00:00Z,DE-LU,PL,2201.0,3087.0,1116.0,0,0,0
2026-01-17T22:00:00Z,DE-LU,CZ,1102.0,2027.0,-788.0,0,0,0
2026-01-17T22:00:00Z,DE-LU,DK1,323.0,905.0,-274.0,4.61,0,0
2026-01-17T23:00:00Z,DE-LU,AT,2450.0,3395.0,1510.0,0,0,0
2026-01-17T23:00:00Z,DE-LU,FR,2316.0,3942.0,-1802.0,0,0,0
2026-01-17T23:00:00Z,DE-LU,NL,1547.0,3318.0,-252.0,0,0,0
2026-01-17T23:00:00Z,DE-LU,PL,509.0,1593.0,-1048.0,0,0,0
2026-01-17T23:00:00Z,DE-LU,CZ,1345.0,2742.0,-629.0,0,0,0
2026-01-17T23:00:00Z,DE-LU,DK1,1130.0,2616.0,-448.0,0,0,0
2026-01-18T00:00:00Z,DE-LU,AT,343.0,845.0,-631.0,0,0,0
2026-01-18T00:00:00Z,DE-LU,FR,1346.0,2569.0,2007.0,0,0,0
2026-01-18T00:00:00Z,DE-LU,NL,1207.0,2212.0,-697.0,0,0,0
2026-01-18T00:00:00Z,DE-LU,PL,503.0,988.0,387.0,0,0,0
2026-01-18T00:00:00Z,DE-LU,CZ,1207.0,3336.0,2395.0,0,0,0
2026-01-18T00:00:00Z,DE-LU,DK1,1189.0,2869.0,-1215.0,0,0,0
2026-01-18T01:00:00Z,DE-LU,AT,2315.0,3645.0,-159.0,0,0,0
2026-01-18T01:00:00Z,DE-LU,FR,1897.0,2223.0,19.0,0,0,0
2026-01-18T01:00:00Z,DE-LU,NL,1662.0,3474.0,172.0,0,0,0
2026-01-18T01:00:00Z,DE-LU,PL,1076.0,1223.0,-122.0,0,0,0
2026-01-18T01:00:00Z,DE-LU,CZ,2598.0,3958.0,-151.0,0,0,0
2026-01-18T01:00:00Z,DE-LU,DK1,854.0,1348.0,81.0,0,0,0
2026-01-18T02:00:00Z,DE-LU,AT,1101.0,2316.0,1805.0,0,0,0
2026-01-18T02:00:00Z,DE-LU,FR,1093.0,1264.0,178.0,0,0,0
2026-01-18T02:00:00Z,DE-LU,NL,1074.0,3301.0,-1942.0,1.18,0,0
2026-01-18T02:00:00Z,DE-LU,PL,777.0,891.0,-153.0,0,0,0
2026-01-18T02:00:00Z,DE-LU,CZ,1902.0,2003.0,873.0,0,0,0
2026-01-18T02:00:00Z,DE-LU,DK1,1517.0,2739.0,-1731.0,0,0,0
2026-01-18T03:00:00Z,DE-LU,AT,3346.0,4417.0,1267.0,0,0,0
2026-01-18T03:00:00Z,DE-LU,FR,1238.0,1947.0,938.0,0,0,0
2026-01-18T03:00:00Z,DE-LU,NL,835.0,1152.0,-303.0,0,0,0
2026-01-18T03:00:00Z,DE-LU,PL,863.0,1504.0,-127.0,0,0,0
2026-01-18T03:00:00Z,DE-LU,CZ,2408.0,2862.0,2278.0,0,0,0
2026-01-18T03:00:00Z,DE-LU,DK1,1070.0,1221.0,480.0,0,0,0
2026-01-18T04:00:00Z,DE-LU,AT,672.0,1561.0,652.0,0,0,0
2026-01-18T04:00:00Z,DE-LU,FR,2650.0,4438.0,1562.0,0,0,0
2026-01-18T04:00:00Z,DE-LU,NL,2039.0,2948.0,-922.0,0,0,0
2026-01-18T04:00:00Z,DE-LU,PL,3042.0,4276.0,2032.0,0,0,0
2026-01-18T04:00:00Z,DE-LU,CZ,581.0,1629.0,231.0,0.16,9.0,0
2026-01-18T04:00:00Z,DE-LU,DK1,2657.0,3025.0,-279.0,0,0,0
2026-01-18T05:00:00Z,DE-LU,AT,2475.0,3376.0,43.0,0,0,0
2026-01-18T05:00:00Z,DE-LU,FR,927.0,1047.0,233.0,0,0,0
2026-01-18T05:00:00Z,DE-LU,NL,1148.0,2150.0,1119.0,0,0,0
2026-01-18T05:00:00Z,DE-LU,PL,2092.0,3606.0,1971.0,0,0,0
2026-01-18T05:00:00Z,DE-LU,CZ,1858.0,3476.0,-937.0,0,0,0
2026-01-18T05:00:00Z,DE-LU,DK1,3413.0,3815.0,-2846.0,0,0,0
2026-01-18T06:00:00Z,DE-LU,AT,2539.0,3908.0,-715.0,0,0,0
2026-01-18T06:00:00Z,DE-LU,FR,772.0,1372.0,148.0,0,0,0
2026-01-18T06:00:00Z,DE-LU,NL,2392.0,4373.0,-2009.0,0,0,0
2026-01-18T06:00:00Z,DE-LU,PL,860.0,2488.0,1280.0,3.13,0,0
2026-01-18T06:00:00Z,DE-LU,CZ,1296.0,1482.0,836.0,0,0,0
2026-01-18T06:00:00Z,DE-LU,DK1,1530.0,4036.0,2249.0,1.47,0,0
2026-01-18T07:00:00Z,DE-LU,AT,1513.0,2016.0,-698.0,0,0,0
2026-01-18T07:00:00Z,DE-LU,FR,3618.0,3882.0,464.0,0,0,0
2026-01-18T07:00:00Z,DE-LU,NL,1595.0,2123.0,690.0,0,0,0
2026-01-18T07:00:00Z,DE-LU,PL,1821.0,2200.0,-1327.0,0,0,0
2026-01-18T07:00:00Z,DE-LU,CZ,3224.0,3734.0,-2782.0,0,0,0
2026-01-18T07:00:00Z,DE-LU,DK1,789.0,1280.0,-792.0,0,0,0
2026-01-18T08:00:00Z,DE-LU,AT,835.0,1027.0,-437.0,0,0,0
2026-01-18T08:00:00Z,DE-LU,FR,1065.0,1374.0,810.0,0,0,0
2026-01-18T08:00:00Z,DE-LU,NL,1978.0,2621.0,2087.0,0,0,0
2026-01-18T08:00:00Z,DE-LU,PL,492.0,878.0,477.0,0,0,0
2026-01-18T08:00:00Z,DE-LU,CZ,1206.0,3089.0,-1048.0,0,0,0
2026-01-18T08:00:00Z,DE-LU,DK1,2503.0,3557.0,786.0,0,0,0
2026-01-18T09:00:00Z,DE-LU,AT,1802.0,2704.0,-1899.0,0,0,0
2026-01-18T09:00:00Z,DE-LU,FR,1945.0,4460.0,-1324.0,0,0,0
2026-01-18T09:00:00Z,DE-LU,NL,615.0,892.0,67.0,0,0,0
2026-01-18T09:00:00Z,DE-LU,PL,2025.0,2380.0,13.0,0,0,0
2026-01-18T09:00:00Z,DE-LU,CZ,2134.0,3721.0,-771.0,0,0,0
2026-01-18T09:00:00Z,DE-LU,DK1,1023.0,2263.0,-351.0,0,0,0
2026-01-18T10:00:00Z,DE-LU,AT,928.0,2938.0,808.0,0,0,0
2026-01-18T10:00:00Z,DE-LU,FR,321.0,985.0,-612.0,1.99,0,0
2026-01-18T10:00:00Z,DE-LU,NL,915.0,2680.0,1324.0,0,0,0
2026-01-18T10:00:00Z,DE-LU,PL,876.0,1370.0,-158.0,0,0,0
2026-01-18T10:00:00Z,DE-LU,CZ,1209.0,1885.0,1356.0,0,0,0
2026-01-18T10:00:00Z,DE-LU,DK1,740.0,1641.0,798.0,0,0,0
2026-01-18T11:00:00Z,DE-LU,AT,1315.0,4023.0,-1528.0,1.86,70.0,0
2026-01-18T11:00:00Z,DE-LU,FR,692.0,1694.0,-892.0,0,0,0
2026-01-18T11:00:00Z,DE-LU,NL,1131.0,1348.0,728.0,0,0,0
2026-01-18T11:00:00Z,DE-LU,PL,726.0,1118.0,-861.0,0,0,15.0
2026-01-18T11:00:00Z,DE-LU,CZ,1387.0,2326.0,-1048.0,0,0,0
2026-01-18T11:00:00Z,DE-LU,DK1,688.0,2209.0,1740.0,0,0,0
2026-01-18T12:00:00Z,DE-LU,AT,666.0,1847.0,-328.0,0,0,0
2026-01-18T12:00:00Z,DE-LU,FR,1038.0,2466.0,569.0,0,0,0
2026-01-18T12:00:00Z,DE-LU,NL,591.0,1118.0,845.0,0,0,0
2026-01-18T12:00:00Z,DE-LU,PL,648.0,819.0,406.0,0,0,0
2026-01-18T12:00:00Z,DE-LU,CZ,1998.0,4111.0,355.0,0,0,0
2026-01-18T12:00:00Z,DE-LU,DK1,953.0,2817.0,-2067.0,0,0,0
2026-01-18T13:00:00Z,DE-LU,AT,2806.0,4297.0,865.0,0,0,0
2026-01-18T13:00:00Z,DE-LU,FR,1955.0,2688.0,1417.0,0,0,0
2026-01-18T13:00:00Z,DE-LU,NL,1384.0,1589.0,-355.0,0,0,0
2026-01-18T13:00:00Z,DE-LU,PL,348.0,1102.0,-68.0,0,0,0
2026-01-18T13:00:00Z,DE-LU,CZ,1806.0,1939.0,-443.0,0,0,0
2026-01-18T13:00:00Z,DE-LU,DK1,2435.0,3897.0,-364.0,0,0,0
2026-01-18T14:00:00Z,DE-LU,AT,1860.0,3459.0,1378.0,0,0,0
2026-01-18T14:00:00Z,DE-LU,FR,826.0,1408.0,195.0,0,0,0
2026-01-18T14:00:00Z,DE-LU,NL,786.0,1992.0,-906.0,0,0,0
2026-01-18T14:00:00Z,DE-LU,PL,1713.0,3924.0,1002.0,0,0,0
2026-01-18T14:00:00Z,DE-LU,CZ,2650.0,4402.0,-640.0,0,0,0
2026-01-18T14:00:00Z,DE-LU,DK1,2587.0,3641.0,2514.0,0,0,0
2026-01-18T15:00:00Z,DE-LU,AT,3612.0,4180.0,1225.0,0,0,0
