timestamp_utc,imbalance_price_long_eur_mwh,imbalance_price_short_eur_mwh,system_balance_mw,regulation_state,activated_reserves_mw,reserve_type
2026-01-24T15:45:00Z,70.22,105.43,114.0,SHORT,46.0,RR
2026-01-24T16:00:00Z,36.7,75.42,-157.0,LONG,121.0,RR
2026-01-24T16:15:00Z,69.71,73.0,-54.0,BALANCED,0,
2026-01-24T16:30:00Z,70.99,74.64,79.0,BALANCED,0,
2026-01-24T16:45:00Z,67.89,97.96,270.0,SHORT,86.0,RR
2026-01-24T17:00:00Z,69.16,75.25,-83.0,BALANCED,0,
2026-01-24T17:15:00Z,68.15,122.75,509.0,SHORT,306.0,RR
2026-01-24T17:30:00Z,34.97,79.26,-300.0,LONG,213.0,RR
2026-01-24T17:45:00Z,69.53,120.22,149.0,SHORT,46.0,aFRR
2026-01-24T18:00:00Z,66.22,116.19,289.0,SHORT,196.0,aFRR
2026-01-24T18:15:00Z,42.36,80.53,-291.0,LONG,94.0,RR
2026-01-24T18:30:00Z,64.79,94.79,144.0,SHORT,61.0,RR
2026-01-24T18:45:00Z,62.02,108.28,168.0,SHORT,68.0,aFRR
2026-01-24T19:00:00Z,66.79,104.88,172.0,SHORT,103.0,RR
2026-01-24T19:15:00Z,69.43,123.75,165.0,SHORT,101.0,mFRR
2026-01-24T19:30:00Z,51.3,77.29,-158.0,LONG,119.0,RR
2026-01-24T19:45:00Z,69.01,104.98,158.0,SHORT,59.0,RR
2026-01-24T20:00:00Z,67.79,94.3,128.0,SHORT,48.0,RR
2026-01-24T20:15:00Z,64.34,98.89,150.0,SHORT,72.0,RR
2026-01-24T20:30:00Z,23.59,74.52,-342.0,LONG,139.0,aFRR
2026-01-24T20:45:00Z,66.36,79.6,-84.0,BALANCED,0,
2026-01-24T21:00:00Z,63.7,119.2,367.0,SHORT,254.0,aFRR
2026-01-24T21:15:00Z,70.05,102.12,234.0,SHORT,88.0,aFRR
2026-01-24T21:30:00Z,72.09,77.17,13.0,BALANCED,0,
2026-01-24T21:45:00Z,67.69,123.83,295.0,SHORT,140.0,mFRR
2026-01-24T22:00:00Z,64.46,119.59,237.0,SHORT,170.0,mFRR
2026-01-24T22:15:00Z,66.59,70.49,-62.0,BALANCED,0,
2026-01-24T22:30:00Z,70.19,133.12,546.0,SHORT,425.0,mFRR
2026-01-24T22:45:00Z,66.02,126.89,292.0,SHORT,200.0,RR
2026-01-24T23:00:00Z,55.78,72.64,-135.0,LONG,92.0,mFRR
2026-01-24T23:15:00Z,70.58,77.4,-57.0,BALANCED,0,
2026-01-24T23:30:00Z,33.43,74.34,-203.0,LONG,102.0,mFRR
2026-01-24T23:45:00Z,68.05,99.35,166.0,SHORT,54.0,aFRR
2026-01-25T00:00:00Z,25.85,73.83,-269.0,LONG,159.0,RR
2026-01-25T00:15:00Z,67.31,58.24,127.0,SHORT,83.0,aFRR
2026-01-25T00:30:00Z,67.7,72.51,81.0,BALANCED,0,
2026-01-25T00:45:00Z,50.87,82.5,-127.0,LONG,49.0,aFRR
2026-01-25T01:00:00Z,69.67,75.3,96.0,BALANCED,0,
2026-01-25T01:15:00Z,60.85,106.95,118.0,SHORT,50.0,aFRR
2026-01-25T01:30:00Z,52.86,73.52,-247.0,LONG,106.0,aFRR
2026-01-25T01:45:00Z,-11.91,75.87,-755.0,LONG,578.0,aFRR
2026-01-25T02:00:00Z,60.1,152.74,620.0,SHORT,209.0,aFRR
2026-01-25T02:15:00Z,54.55,79.05,-105.0,LONG,36.0,mFRR
2026-01-25T02:30:00Z,52.32,78.87,-141.0,LONG,107.0,mFRR
2026-01-25T02:45:00Z,71.67,73.23,-18.0,BALANCED,0,
2026-01-25T03:00:00Z,65.1,160.27,369.0,SHORT,131.0,RR
2026-01-25T03:15:00Z,69.68,74.34,-93.0,BALANCED,0,
2026-01-25T03:30:00Z,43.45,76.89,-224.0,LONG,111.0,aFRR
2026-01-25T03:45:00Z,68.66,75.12,5.0,BALANCED,0,
2026-01-25T04:00:00Z,69.44,76.92,-64.0,BALANCED,0,
2026-01-25T04:15:00Z,7.26,77.75,-459.0,LONG,315.0,RR
2026-01-25T04:30:00Z,68.92,72.59,77.0,BALANCED,0,
2026-01-25T04:45:00Z,64.52,72.02,89.0,BALANCED,0,
2026-01-25T05:00:00Z,47.83,77.1,-213.0,LONG,145.0,RR
2026-01-25T05:15:00Z,67.48,105.34,129.0,SHORT,69.0,RR
2026-01-25T05:30:00Z,68.49,74.54,56.0,BALANCED,0,
2026-01-25T05:45:00Z,65.16,129.68,444.0,SHORT,180.0,aFRR
2026-01-25T06:00:00Z,64.14,125.0,190.0,SHORT,148.0,mFRR
2026-01-25T06:15:00Z,10.59,80.77,-463.0,LONG,370.0,RR
2026-01-25T06:30:00Z,68.26,148.12,447.0,SHORT,138.0,mFRR
2026-01-25T06:45:00Z,34.83,76.93,-238.0,LONG,183.0,mFRR
2026-01-25T07:00:00Z,66.83,75.0,-89.0,BALANCED,0,
2026-01-25T07:15:00Z,52.09,78.07,-160.0,LONG,120.0,RR
2026-01-25T07:30:00Z,67.55,105.43,131.0,SHORT,71.0,mFRR
2026-01-25T07:45:00Z,66.5,112.08,172.0,SHORT,87.0,mFRR
2026-01-25T08:00:00Z,68.27,75.9,-39.0,BALANCED,0,
2026-01-25T08:15:00Z,26.61,77.39,-212.0,LONG,165.0,mFRR
2026-01-25T08:30:00Z,26.93,81.27,-493.0,LONG,241.0,mFRR
2026-01-25T08:45:00Z,41.74,73.3,-181.0,LONG,135.0,aFRR
2026-01-25T09:00:00Z,34.54,75.45,-182.0,LONG,99.0,mFRR
2026-01-25T09:15:00Z,66.7,85.98,224.0,SHORT,149.0,aFRR
2026-01-25T09:30:00Z,43.34,82.6,-186.0,LONG,77.0,RR
2026-01-25T09:45:00Z,32.0,75.13,-367.0,LONG,126.0,RR
2026-01-25T10:00:00Z,21.13,82.17,-288.0,LONG,204.0,mFRR
2026-01-25T10:15:00Z,68.24,73.64,-8.0,BALANCED,0,
2026-01-25T10:30:00Z,66.7,111.22,170.0,SHORT,72.0,RR
2026-01-25T10:45:00Z,21.51,79.5,-269.0,LONG,164.0,aFRR
2026-01-25T11:00:00Z,70.62,76.38,17.0,BALANCED,0,
2026-01-25T11:15:00Z,67.55,76.1,-81.0,BALANCED,0,
2026-01-25T11:30:00Z,71.12,72.67,-10.0,BALANCED,0,
2026-01-25T11:45:00Z,66.39,116.63,309.0,SHORT,200.0,RR
2026-01-25T12:00:00Z,74.42,129.26,172.0,SHORT,77.0,aFRR
2026-01-25T12:15:00Z,67.67,74.59,-99.0,BALANCED,0,
2026-01-25T12:30:00Z,66.93,74.27,-26.0,BALANCED,0,
2026-01-25T12:45:00Z,68.36,134.96,498.0,SHORT,156.0,aFRR
2026-01-25T13:00:00Z,67.0,108.53,255.0,SHORT,197.0,mFRR
2026-01-25T13:15:00Z,69.54,76.02,79.0,BALANCED,0,
2026-01-25T13:30:00Z,32.02,75.65,-212.0,LONG,64.0,RR
2026-01-25T13:45:00Z,29.03,81.14,-391.0,LONG,289.0,aFRR
2026-01-25T14:00:00Z,14.41,76.46,-415.0,LONG,192.0,mFRR
2026-01-25T14:15:00Z,67.03,144.79,385.0,SHORT,198.0,RR
2026-01-25T14:30:00Z,63.01,127.16,142.0,SHORT,67.0,aFRR
2026-01-25T14:45:00Z,68.75,76.45,36.0,BALANCED,0,
2026-01-25T15:00:00Z,40.58,75.73,-228.0,LONG,107.0,RR
2026-01-25T15:15:00Z,-2.46,78.9,-669.0,LONG,348.0,RR
2026-01-25T15:30:00Z,71.17,77.29,-45.0,BALANCED,0,
2026-01-25T15:45:00Z,66.89,121.57,272.0,SHORT,215.0,aFRR
2026-01-25T16:00:00Z,65.8,120.17,272.0,SHORT,90.0,aFRR
2026-01-25T16:15:00Z,10.41,77.94,-514.0,LONG,369.0,RR
2026-01-25T16:30:00Z,57.19,79.23,-159.0,LONG,67.0,RR
2026-01-25T16:45:00Z,64.1,97.07,209.0,SHORT,145.0,aFRR
2026-01-25T17:00:00Z,37.19,71.91,-287.0,LONG,188.0,mFRR
2026-01-25T17:15:00Z,73.05,135.4,300.0,SHORT,200.0,mFRR
2026-01-25T17:30:00Z,66.35,73.8,-54.0,BALANCED,0,
2026-01-25T17:45:00Z,62.41,130.56,435.0,SHORT,299.0,RR
2026-01-25T18:00:00Z,66.76,78.96,-94.0,BALANCED,0,
2026-01-25T18:15:00Z,6.86,78.06,-597.0,LONG,195.0,mFRR
2026-01-25T18:30:00Z,70.25,76.0,-8.0,BALANCED,0,
2026-01-25T18:45:00Z,68.2,109.05,298.0,SHORT,107.0,RR
2026-01-25T19:00:00Z,19.26,76.53,-426.0,LONG,138.0,RR
2026-01-25T19:15:00Z,63.82,157.95,610.0,SHORT,189.0,RR
2026-01-25T19:30:00Z,63.18,114.84,129.0,SHORT,66.0,RR
2026-01-25T19:45:00Z,71.91,74.28,63.0,BALANCED,0,
2026-01-25T20:00:00Z,71.94,161.4,502.0,SHORT,177.0,aFRR
2026-01-25T20:15:00Z,63.85,86.68,118.0,SHORT,72.0,RR
2026-01-25T20:30:00Z,67.61,74.48,-65.0,BALANCED,0,
2026-01-25T20:45:00Z,66.83,88.4,201.0,SHORT,107.0,mFRR
2026-01-25T21:00:00Z,31.49,81.69,-301.0,LONG,211.0,RR
2026-01-25T21:15:00Z,70.51,75.27,52.0,BALANCED,0,
2026-01-25T21:30:00Z,3.14,78.5,-429.0,LONG,185.0,aFRR
2026-01-25T21:45:00Z,69.83,73.36,-7.0,BALANCED,0,
2026-01-25T22:00:00Z,69.7,75.2,85.0,BALANCED,0,
2026-01-25T22:15:00Z,71.23,73.17,53.0,BALANCED,0,
2026-01-25T22:30:00Z,64.59,76.68,-97.0,BALANCED,0,
2026-01-25T22:45:00Z,50.1,76.17,-128.0,LONG,74.0,RR
2026-01-25T23:00:00Z,66.99,140.65,503.0,SHORT,317.0,aFRR
2026-01-25T23:15:00Z,68.64,88.79,101.0,SHORT,68.0,aFRR
2026-01-25T23:30:00Z,23.92,72.78,-522.0,LONG,410.0,aFRR
2026-01-25T23:45:00Z,70.54,74.27,33.0,BALANCED,0,
2026-01-26T00:00:00Z,70.64,77.93,55.0,BALANCED,0,
2026-01-26T00:15:00Z,71.07,114.95,110.0,SHORT,50.0,mFRR
2026-01-26T00:30:00Z,69.78,147.53,338.0,SHORT,134.0,mFRR
2026-01-26T00:45:00Z,67.98,92.98,169.0,SHORT,52.0,mFRR
2026-01-26T01:00:00Z,30.31,78.51,-236.0,LONG,83.0,aFRR
2026-01-26T01:15:00Z,69.3,73.8,50.0,BALANCED,0,
2026-01-26T01:30:00Z,23.46,78.5,-457.0,LONG,251.0,mFRR
2026-01-26T01:45:00Z,-12.56,77.59,-755.0,LONG,258.0,RR
2026-01-26T02:00:00Z,69.51,73.05,-96.0,BALANCED,0,
2026-01-26T02:15:00Z,66.3,107.76,103.0,SHORT,66.0,mFRR
2026-01-26T02:30:00Z,45.83,75.39,-295.0,LONG,129.0,mFRR
2026-01-26T02:45:00Z,67.01,73.54,91.0,BALANCED,0,
2026-01-26T03:00:00Z,74.16,74.43,86.0,BALANCED,0,
2026-01-26T03:15:00Z,49.76,75.71,-174.0,LONG,82.0,RR
2026-01-26T03:30:00Z,69.16,76.75,-9.0,BALANCED,0,
2026-01-26T03:45:00Z,66.9,77.97,-47.0,BALANCED,0,
2026-01-26T04:00:00Z,62.36,139.14,166.0,SHORT,105.0,mFRR
2026-01-26T04:15:00Z,70.03,120.55,269.0,SHORT,170.0,mFRR
2026-01-26T04:30:00Z,33.28,77.97,-254.0,LONG,155.0,RR
2026-01-26T04:45:00Z,66.18,131.84,554.0,SHORT,383.0,mFRR
2026-01-26T05:00:00Z,71.98,97.68,177.0,SHORT,90.0,RR
2026-01-26T05:15:00Z,67.51,117.36,179.0,SHORT,138.0,mFRR
2026-01-26T05:30:00Z,42.33,82.83,-150.0,LONG,56.0,RR
2026-01-26T05:45:00Z,69.72,116.23,227.0,SHORT,165.0,aFRR
2026-01-26T06:00:00Z,66.56,87.47,143.0,SHORT,57.0,mFRR
2026-01-26T06:15:00Z,28.25,74.47,-331.0,LONG,169.0,mFRR
2026-01-26T06:30:00Z,69.83,82.89,2.0,BALANCED,0,
2026-01-26T06:45:00Z,67.85,69.37,91.0,BALANCED,0,
2026-01-26T07:00:00Z,67.19,120.7,295.0,SHORT,155.0,aFRR
2026-01-26T07:15:00Z,40.15,73.23,-196.0,LONG,82.0,mFRR
2026-01-26T07:30:00Z,66.95,75.98,54.0,BALANCED,0,
2026-01-26T07:45:00Z,67.24,74.53,-127.0,LONG,62.0,aFRR
2026-01-26T08:00:00Z,69.61,76.19,97.0,BALANCED,0,
2026-01-26T08:15:00Z,13.28,76.76,-345.0,LONG,270.0,RR
2026-01-26T08:30:00Z,69.92,75.19,-6.0,BALANCED,0,
2026-01-26T08:45:00Z,71.65,75.32,81.0,BALANCED,0,
2026-01-26T09:00:00Z,62.72,164.62,332.0,SHORT,156.0,aFRR
2026-01-26T09:15:00Z,71.9,138.34,362.0,SHORT,141.0,mFRR
2026-01-26T09:30:00Z,66.93,103.13,145.0,SHORT,87.0,aFRR
2026-01-26T09:45:00Z,27.29,76.04,-444.0,LONG,314.0,aFRR
2026-01-26T10:00:00Z,51.8,79.65,-248.0,LONG,118.0,mFRR
2026-01-26T10:15:00Z,70.69,107.83,116.0,SHORT,62.0,aFRR
2026-01-26T10:30:00Z,44.56,77.33,-136.0,LONG,58.0,mFRR
2026-01-26T10:45:00Z,67.09,120.26,328.0,SHORT,103.0,aFRR
2026-01-26T11:00:00Z,49.03,77.45,-161.0,LONG,103.0,mFRR
2026-01-26T11:15:00Z,67.63,115.84,122.0,SHORT,74.0,RR
2026-01-26T11:30:00Z,72.98,73.89,61.0,BALANCED,0,
2026-01-26T11:45:00Z,29.52,74.19,-342.0,LONG,163.0,mFRR
2026-01-26T12:00:00Z,68.44,129.63,297.0,SHORT,139.0,RR
2026-01-26T12:15:00Z,67.24,171.98,527.0,SHORT,277.0,mFRR
2026-01-26T12:30:00Z,69.99,74.61,-55.0,BALANCED,0,
2026-01-26T12:45:00Z,65.74,105.06,433.0,SHORT,200.0,aFRR
2026-01-26T13:00:00Z,65.72,116.58,177.0,SHORT,81.0,aFRR
2026-01-26T13:15:00Z,68.14,132.2,164.0,SHORT,58.0,RR
2026-01-26T13:30:00Z,71.13,80.38,8.0,BALANCED,0,
2026-01-26T13:45:00Z,58.67,74.7,-181.0,LONG,139.0,mFRR
2026-01-26T14:00:00Z,-13.06,77.75,-778.0,LONG,454.0,RR
2026-01-26T14:15:00Z,68.4,75.41,72.0,BALANCED,0,
2026-01-26T14:30:00Z,66.74,123.78,319.0,SHORT,159.0,aFRR
2026-01-26T14:45:00Z,72.27,78.27,68.0,BALANCED,0,
2026-01-26T15:00:00Z,61.41,133.57,137.0,SHORT,94.0,RR
2026-01-26T15:15:00Z,67.15,73.75,67.0,BALANCED,0,
2026-01-26T15:30:00Z,72.02,92.28,268.0,SHORT,184.0,aFRR
2026-01-26T15:45:00Z,20.58,77.49,-392.0,LONG,220.0,RR
2026-01-26T16:00:00Z,71.6,145.58,622.0,SHORT,366.0,aFRR
2026-01-26T16:15:00Z,69.0,99.8,293.0,SHORT,192.0,mFRR
2026-01-26T16:30:00Z,68.3,76.42,63.0,BALANCED,0,
2026-01-26T16:45:00Z,30.16,75.98,-210.0,LONG,72.0,RR
2026-01-26T17:00:00Z,66.11,128.13,208.0,SHORT,105.0,mFRR
2026-01-26T17:15:00Z,67.43,88.19,136.0,SHORT,67.0,RR
2026-01-26T17:30:00Z,67.04,76.17,-35.0,BALANCED,0,
2026-01-26T17:45:00Z,66.24,137.01,455.0,SHORT,193.0,aFRR
2026-01-26T18:00:00Z,35.21,75.31,-248.0,LONG,147.0,aFRR
2026-01-26T18:15:00Z,24.25,76.44,-183.0,LONG,115.0,aFRR
2026-01-26T18:30:00Z,68.53,163.98,556.0,SHORT,313.0,aFRR
2026-01-26T18:45:00Z,49.85,74.36,-173.0,LONG,120.0,mFRR
2026-01-26T19:00:00Z,67.49,75.65,9.0,BALANCED,0,
2026-01-26T19:15:00Z,41.46,77.88,-276.0,LONG,119.0,mFRR
2026-01-26T19:30:00Z,69.5,72.53,-88.0,BALANCED,0,
2026-01-26T19:45:00Z,35.92,71.24,-255.0,LONG,90.0,mFRR
2026-01-26T20:00:00Z,69.11,104.99,118.0,SHORT,57.0,RR
2026-01-26T20:15:00Z,21.12,78.09,-361.0,LONG,182.0,mFRR
2026-01-26T20:30:00Z,65.81,101.15,380.0,SHORT,211.0,mFRR
2026-01-26T20:45:00Z,-7.51,78.03,-679.0,LONG,493.0,mFRR
2026-01-26T21:00:00Z,68.95,72.43,57.0,BALANCED,0,
2026-01-26T21:15:00Z,41.51,76.13,-107.0,LONG,33.0,RR
2026-01-26T21:30:00Z,24.54,77.8,-292.0,LONG,209.0,RR
2026-01-26T21:45:00Z,72.99,129.22,278.0,SHORT,182.0,mFRR
2026-01-26T22:00:00Z,20.12,79.25,-379.0,LONG,117.0,RR
2026-01-26T22:15:00Z,62.28,166.75,627.0,SHORT,369.0,aFRR
2026-01-26T22:30:00Z,69.29,101.69,158.0,SHORT,100.0,mFRR
2026-01-26T22:45:00Z,31.19,80.85,-357.0,LONG,253.0,RR
2026-01-26T23:00:00Z,71.53,74.54,19.0,BALANCED,0,
2026-01-26T23:15:00Z,55.21,75.46,-110.0,LONG,74.0,RR
2026-01-26T23:30:00Z,70.19,138.63,350.0,SHORT,188.0,mFRR
2026-01-26T23:45:00Z,70.89,75.39,-57.0,BALANCED,0,
2026-01-27T00:00:00Z,66.17,76.66,34.0,BALANCED,0,
2026-01-27T00:15:00Z,69.99,101.08,139.0,SHORT,73.0,aFRR
2026-01-27T00:30:00Z,69.45,139.61,279.0,SHORT,145.0,aFRR
2026-01-27T00:45:00Z,67.49,75.55,28.0,BALANCED,0,
2026-01-27T01:00:00Z,67.81,116.24,270.0,SHORT,104.0,aFRR
2026-01-27T01:15:00Z,69.27,122.96,423.0,SHORT,293.0,RR
2026-01-27T01:30:00Z,71.11,111.12,111.0,SHORT,53.0,aFRR
2026-01-27T01:45:00Z,69.33,78.03,-63.0,BALANCED,0,
2026-01-27T02:00:00Z,25.52,77.25,-306.0,LONG,200.0,aFRR
2026-01-27T02:15:00Z,71.81,77.93,-61.0,BALANCED,0,
2026-01-27T02:30:00Z,63.71,122.75,212.0,SHORT,98.0,RR
2026-01-27T02:45:00Z,7.05,79.31,-515.0,LONG,241.0,aFRR
2026-01-27T03:00:00Z,19.28,77.7,-326.0,LONG,125.0,mFRR
2026-01-27T03:15:00Z,68.78,75.5,-31.0,BALANCED,0,
2026-01-27T03:30:00Z,68.77,75.06,-7.0,BALANCED,0,
2026-01-27T03:45:00Z,68.62,76.42,-18.0,BALANCED,0,
2026-01-27T04:00:00Z,67.81,120.57,270.0,SHORT,183.0,mFRR
2026-01-27T04:15:00Z,-20.68,75.42,-752.0,LONG,343.0,aFRR
2026-01-27T04:30:00Z,26.46,75.49,-400.0,LONG,165.0,RR
2026-01-27T04:45:00Z,53.01,77.56,-110.0,LONG,76.0,mFRR
2026-01-27T05:00:00Z,63.24,123.49,324.0,SHORT,171.0,mFRR
2026-01-27T05:15:00Z,72.43,70.81,64.0,BALANCED,0,
2026-01-27T05:30:00Z,68.66,73.39,36.0,BALANCED,0,
2026-01-27T05:45:00Z,71.56,100.74,197.0,SHORT,96.0,aFRR
2026-01-27T06:00:00Z,63.68,124.86,228.0,SHORT,114.0,mFRR
2026-01-27T06:15:00Z,66.5,143.69,354.0,SHORT,271.0,mFRR
2026-01-27T06:30:00Z,59.81,77.57,-146.0,LONG,57.0,mFRR
2026-01-27T06:45:00Z,70.32,151.62,350.0,SHORT,133.0,mFRR
2026-01-27T07:00:00Z,63.7,113.55,342.0,SHORT,262.0,RR
2026-01-27T07:15:00Z,70.12,77.86,78.0,BALANCED,0,
2026-01-27T07:30:00Z,66.51,139.12,167.0,SHORT,85.0,mFRR
2026-01-27T07:45:00Z,24.24,79.99,-337.0,LONG,130.0,RR
2026-01-27T08:00:00Z,68.67,71.92,83.0,BALANCED,0,
2026-01-27T08:15:00Z,68.99,132.28,268.0,SHORT,134.0,aFRR
2026-01-27T08:30:00Z,38.4,71.64,-268.0,LONG,123.0,mFRR
2026-01-27T08:45:00Z,42.66,81.4,-121.0,LONG,38.0,aFRR
2026-01-27T09:00:00Z,69.45,72.4,85.0,BALANCED,0,
2026-01-27T09:15:00Z,68.26,74.54,75.0,BALANCED,0,
2026-01-27T09:30:00Z,47.52,79.42,-236.0,LONG,128.0,RR
2026-01-27T09:45:00Z,70.75,119.66,101.0,SHORT,41.0,mFRR
2026-01-27T10:00:00Z,63.73,118.53,273.0,SHORT,217.0,mFRR
2026-01-27T10:15:00Z,5.63,76.57,-514.0,LONG,218.0,mFRR
2026-01-27T10:30:00Z,73.04,123.82,368.0,SHORT,170.0,aFRR
2026-01-27T10:45:00Z,22.9,79.71,-598.0,LONG,286.0,mFRR
2026-01-27T11:00:00Z,4.08,70.84,-474.0,LONG,338.0,aFRR
2026-01-27T11:15:00Z,71.1,70.15,22.0,BALANCED,0,
2026-01-27T11:30:00Z,-17.44,73.34,-746.0,LONG,461.0,aFRR
2026-01-27T11:45:00Z,59.92,120.66,387.0,SHORT,187.0,mFRR
2026-01-27T12:00:00Z,65.75,95.65,423.0,SHORT,226.0,aFRR
2026-01-27T12:15:00Z,38.22,73.34,-170.0,LONG,108.0,mFRR
2026-01-27T12:30:00Z,45.4,72.73,-213.0,LONG,73.0,aFRR
2026-01-27T12:45:00Z,39.24,74.19,-271.0,LONG,160.0,mFRR
2026-01-27T13:00:00Z,68.25,75.02,55.0,BALANCED,0,
2026-01-27T13:15:00Z,70.94,72.8,-73.0,BALANCED,0,
2026-01-27T13:30:00Z,71.05,76.86,-54.0,BALANCED,0,
2026-01-27T13:45:00Z,46.03,77.81,-109.0,LONG,56.0,aFRR
2026-01-27T14:00:00Z,66.91,74.82,-65.0,BALANCED,0,
2026-01-27T14:15:00Z,69.17,136.61,173.0,SHORT,75.0,RR
2026-01-27T14:30:00Z,64.89,140.38,470.0,SHORT,223.0,aFRR
2026-01-27T14:45:00Z,18.5,76.28,-537.0,LONG,343.0,aFRR
2026-01-27T15:00:00Z,67.81,106.54,196.0,SHORT,155.0,mFRR
2026-01-27T15:15:00Z,65.94,76.91,40.0,BALANCED,0,
2026-01-27T15:30:00Z,27.51,77.27,-327.0,LONG,184.0,aFRR
2026-01-27T15:45:00Z,65.55,75.39,39.0,BALANCED,0,
2026-01-27T16:00:00Z,-4.49,75.73,-548.0,LONG,343.0,mFRR
2026-01-27T16:15:00Z,71.45,74.54,-7.0,BALANCED,0,
2026-01-27T16:30:00Z,67.19,77.71,76.0,BALANCED,0,
2026-01-27T16:45:00Z,59.49,79.24,-148.0,LONG,100.0,RR
2026-01-27T17:00:00Z,66.39,126.34,234.0,SHORT,161.0,mFRR
2026-01-27T17:15:00Z,64.95,124.22,221.0,SHORT,74.0,mFRR
2026-01-27T17:30:00Z,39.03,78.12,-181.0,LONG,109.0,aFRR
2026-01-27T17:45:00Z,69.44,79.32,91.0,BALANCED,0,
2026-01-27T18:00:00Z,40.18,73.11,-274.0,LONG,215.0,RR
2026-01-27T18:15:00Z,69.13,129.46,220.0,SHORT,121.0,mFRR
2026-01-27T18:30:00Z,28.3,76.41,-351.0,LONG,176.0,RR
2026-01-27T18:45:00Z,63.43,91.97,138.0,SHORT,93.0,aFRR
2026-01-27T19:00:00Z,69.71,72.97,-69.0,BALANCED,0,
2026-01-27T19:15:00Z,37.13,76.46,-211.0,LONG,167.0,aFRR
2026-01-27T19:30:00Z,57.96,116.24,426.0,SHORT,229.0,RR
2026-01-27T19:45:00Z,67.54,95.89,119.0,SHORT,78.0,aFRR
2026-01-27T20:00:00Z,65.23,140.53,430.0,SHORT,244.0,aFRR
2026-01-27T20:15:00Z,25.9,72.31,-324.0,LONG,197.0,mFRR
2026-01-27T20:30:00Z,67.4,72.86,88.0,BALANCED,0,
2026-01-27T20:45:00Z,49.67,74.47,-130.0,LONG,91.0,RR
2026-01-27T21:00:00Z,67.05,173.29,732.0,SHORT,496.0,aFRR
2026-01-27T21:15:00Z,68.29,74.72,-63.0,BALANCED,0,
2026-01-27T21:30:00Z,65.19,141.73,272.0,SHORT,85.0,aFRR
2026-01-27T21:45:00Z,71.47,75.37,-31.0,BALANCED,0,
2026-01-27T22:00:00Z,71.09,95.52,150.0,SHORT,82.0,mFRR
2026-01-27T22:15:00Z,67.23,151.04,326.0,SHORT,123.0,mFRR
2026-01-27T22:30:00Z,66.85,98.87,186.0,SHORT,64.0,RR
2026-01-27T22:45:00Z,11.67,77.88,-455.0,LONG,222.0,mFRR
2026-01-27T23:00:00Z,67.22,73.56,-82.0,BALANCED,0,
2026-01-27T23:15:00Z,62.98,109.71,100.0,SHORT,55.0,mFRR
2026-01-27T23:30:00Z,35.9,72.81,-226.0,LONG,106.0,RR
2026-01-27T23:45:00Z,67.33,73.1,19.0,BALANCED,0,
2026-01-28T00:00:00Z,64.17,119.85,145.0,SHORT,111.0,RR
2026-01-28T00:15:00Z,33.43,79.4,-238.0,LONG,153.0,mFRR
2026-01-28T00:30:00Z,69.23,73.41,41.0,BALANCED,0,
2026-01-28T00:45:00Z,67.95,75.98,88.0,BALANCED,0,
2026-01-28T01:00:00Z,13.87,71.72,-330.0,LONG,196.0,aFRR
2026-01-28T01:15:00Z,32.8,76.7,-344.0,LONG,150.0,mFRR
2026-01-28T01:30:00Z,28.97,79.17,-288.0,LONG,218.0,mFRR
2026-01-28T01:45:00Z,71.22,77.35,97.0,BALANCED,0,
2026-01-28T02:00:00Z,66.38,129.92,134.0,SHORT,78.0,RR
2026-01-28T02:15:00Z,70.54,75.28,100.0,BALANCED,0,
2026-01-28T02:30:00Z,67.35,83.63,154.0,SHORT,78.0,aFRR
2026-01-28T02:45:00Z,49.49,74.61,-214.0,LONG,67.0,aFRR
2026-01-28T03:00:00Z,66.7,129.73,419.0,SHORT,176.0,mFRR
2026-01-28T03:15:00Z,68.67,182.23,501.0,SHORT,367.0,aFRR
2026-01-28T03:30:00Z,68.53,117.43,492.0,SHORT,265.0,RR
2026-01-28T03:45:00Z,33.58,86.92,-107.0,LONG,67.0,mFRR
2026-01-28T04:00:00Z,71.11,72.13,12.0,BALANCED,0,
2026-01-28T04:15:00Z,65.77,144.29,414.0,SHORT,255.0,RR
2026-01-28T04:30:00Z,69.77,100.6,189.0,SHORT,89.0,mFRR
2026-01-28T04:45:00Z,21.94,79.63,-345.0,LONG,241.0,mFRR
2026-01-28T05:00:00Z,38.25,78.71,-207.0,LONG,160.0,RR
2026-01-28T05:15:00Z,62.04,117.58,142.0,SHORT,73.0,aFRR
2026-01-28T05:30:00Z,70.27,121.5,124.0,SHORT,49.0,RR
2026-01-28T05:45:00Z,58.84,76.64,-117.0,LONG,49.0,mFRR
2026-01-28T06:00:00Z,68.56,74.06,96.0,BALANCED,0,
2026-01-28T06:15:00Z,33.15,74.26,-301.0,LONG,227.0,aFRR
2026-01-28T06:30:00Z,25.96,79.81,-371.0,LONG,203.0,RR
2026-01-28T06:45:00Z,38.74,78.01,-280.0,LONG,124.0,aFRR
2026-01-28T07:00:00Z,68.63,75.17,-62.0,BALANCED,0,
2026-01-28T07:15:00Z,27.06,80.03,-270.0,LONG,138.0,RR
2026-01-28T07:30:00Z,55.2,74.69,-138.0,LONG,46.0,mFRR
2026-01-28T07:45:00Z,69.44,68.94,77.0,BALANCED,0,
2026-01-28T08:00:00Z,74.07,128.28,309.0,SHORT,127.0,aFRR
