report_id,trade_id,reporting_entity,transaction_type,contract_type,delivery_point,submission_timestamp,reporting_deadline,status,rejection_reason
ACER-629411086,TRD-001481,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-21T16:54:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-795298592,TRD-001482,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-21T22:10:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-297562542,TRD-001483,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-21T13:52:00Z,2026-01-22T23:59:59Z,SUBMITTED,
ACER-249717956,TRD-001484,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-21T22:52:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-124444057,TRD-001485,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-21T11:23:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-559603272,TRD-001486,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-21T17:12:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-889947688,TRD-001487,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-21T20:38:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-831089985,TRD-001488,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-21T12:47:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-277521053,TRD-001489,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-21T22:56:00Z,2026-01-22T23:59:59Z,PENDING,
ACER-616602792,TRD-001490,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-21T08:30:00Z,2026-01-22T23:59:59Z,SUBMITTED,
ACER-580562574,TRD-001491,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-21T15:52:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-820448063,TRD-001492,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-21T18:21:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-625219182,TRD-001493,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-21T09:22:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-400316196,TRD-001494,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-21T17:30:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-190061967,TRD-001495,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-21T16:09:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-109146478,TRD-001496,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-21T12:11:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-188486088,TRD-001497,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-21T22:51:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-328013617,TRD-001498,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-21T11:04:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-407799480,TRD-001499,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-21T13:49:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-470609470,TRD-001500,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-21T08:54:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-778422855,TRD-001501,A0003421.DE,TRANSPORTATION,AUCT,DE-LU,2026-01-21T21:06:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-337453125,TRD-001502,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-21T14:45:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-886391968,TRD-001503,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-21T13:35:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-256752269,TRD-001504,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-21T12:26:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-713719311,TRD-001505,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-21T13:30:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-542038067,TRD-001506,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-21T17:18:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-162055303,TRD-001507,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-21T20:00:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-297461144,TRD-001508,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-21T17:42:00Z,2026-01-22T23:59:59Z,SUBMITTED,
ACER-437303836,TRD-001509,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-21T06:06:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-794191108,TRD-001510,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-21T16:29:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-363366966,TRD-001511,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-21T13:01:00Z,2026-01-22T23:59:59Z,PENDING,
ACER-792337469,TRD-001512,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-21T17:38:00Z,2026-01-22T23:59:59Z,SUBMITTED,
ACER-867745662,TRD-001513,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-21T15:51:00Z,2026-01-22T23:59:59Z,ACCEPTED,
ACER-315343186,TRD-001511,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-22T08:00:00Z,2026-01-23T23:59:59Z,ACCEPTED,
ACER-277494496,TRD-001512,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-22T19:26:00Z,2026-01-23T23:59:59Z,SUBMITTED,
ACER-873592475,TRD-001513,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-22T09:12:00Z,2026-01-23T23:59:59Z,ACCEPTED,
ACER-832568770,TRD-001514,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-22T08:34:00Z,2026-01-23T23:59:59Z,SUBMITTED,
ACER-563174429,TRD-001515,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-22T16:06:00Z,2026-01-23T23:59:59Z,ACCEPTED,
ACER-744630159,TRD-001516,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-22T06:43:00Z,2026-01-23T23:59:59Z,SUBMITTED,
ACER-103081111,TRD-001517,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-22T15:55:00Z,2026-01-23T23:59:59Z,ACCEPTED,
ACER-210927035,TRD-001518,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-22T07:13:00Z,2026-01-23T23:59:59Z,ACCEPTED,
ACER-125860146,TRD-001519,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-22T12:46:00Z,2026-01-23T23:59:59Z,ACCEPTED,
ACER-108142544,TRD-001520,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-22T12:07:00Z,2026-01-23T23:59:59Z,ACCEPTED,
ACER-598354077,TRD-001521,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-22T08:10:00Z,2026-01-23T23:59:59Z,ACCEPTED,
ACER-521846283,TRD-001522,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-22T11:15:00Z,2026-01-23T23:59:59Z,ACCEPTED,
ACER-809832567,TRD-001523,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-22T15:35:00Z,2026-01-23T23:59:59Z,ACCEPTED,
ACER-834588391,TRD-001524,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-22T15:25:00Z,2026-01-23T23:59:59Z,SUBMITTED,
ACER-210618370,TRD-001525,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-22T14:40:00Z,2026-01-23T23:59:59Z,SUBMITTED,
ACER-600153971,TRD-001526,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-22T08:20:00Z,2026-01-23T23:59:59Z,ACCEPTED,
ACER-287850212,TRD-001527,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-22T13:26:00Z,2026-01-23T23:59:59Z,ACCEPTED,
ACER-262568209,TRD-001528,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-22T13:55:00Z,2026-01-23T23:59:59Z,ACCEPTED,
ACER-221843674,TRD-001529,A0003421.DE,TRANSPORTATION,AUCT,DE-LU,2026-01-22T20:05:00Z,2026-01-23T23:59:59Z,SUBMITTED,
ACER-959563135,TRD-001530,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-22T14:38:00Z,2026-01-23T23:59:59Z,ACCEPTED,
ACER-621131114,TRD-001531,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-22T07:22:00Z,2026-01-23T23:59:59Z,ACCEPTED,
ACER-540777722,TRD-001532,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-22T22:29:00Z,2026-01-23T23:59:59Z,ACCEPTED,
ACER-992953804,TRD-001533,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-22T11:57:00Z,2026-01-23T23:59:59Z,ACCEPTED,
ACER-978529160,TRD-001534,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-22T16:52:00Z,2026-01-23T23:59:59Z,ACCEPTED,
ACER-325088419,TRD-001535,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-22T20:58:00Z,2026-01-23T23:59:59Z,ACCEPTED,
ACER-622536590,TRD-001536,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-22T06:14:00Z,2026-01-23T23:59:59Z,SUBMITTED,
ACER-239304502,TRD-001537,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-22T06:35:00Z,2026-01-23T23:59:59Z,SUBMITTED,
ACER-786756900,TRD-001541,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-23T21:09:00Z,2026-01-24T23:59:59Z,ACCEPTED,
ACER-727646088,TRD-001542,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-23T22:14:00Z,2026-01-24T23:59:59Z,ACCEPTED,
ACER-435978246,TRD-001543,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-23T12:23:00Z,2026-01-24T23:59:59Z,ACCEPTED,
ACER-955197215,TRD-001544,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-23T11:57:00Z,2026-01-24T23:59:59Z,ACCEPTED,
ACER-296935510,TRD-001545,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-23T16:05:00Z,2026-01-24T23:59:59Z,SUBMITTED,
ACER-478788373,TRD-001546,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-23T16:50:00Z,2026-01-24T23:59:59Z,ACCEPTED,
ACER-325248891,TRD-001547,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-23T16:06:00Z,2026-01-24T23:59:59Z,SUBMITTED,
ACER-591470374,TRD-001548,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-23T10:31:00Z,2026-01-24T23:59:59Z,SUBMITTED,
ACER-613307731,TRD-001549,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-23T14:50:00Z,2026-01-24T23:59:59Z,ACCEPTED,
ACER-379211328,TRD-001550,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-23T20:32:00Z,2026-01-24T23:59:59Z,ACCEPTED,
ACER-458576482,TRD-001551,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-23T14:00:00Z,2026-01-24T23:59:59Z,ACCEPTED,
ACER-760686792,TRD-001552,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-23T16:01:00Z,2026-01-24T23:59:59Z,ACCEPTED,
ACER-984837903,TRD-001553,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-23T06:17:00Z,2026-01-24T23:59:59Z,ACCEPTED,
ACER-149730601,TRD-001554,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-23T09:14:00Z,2026-01-24T23:59:59Z,ACCEPTED,
ACER-691625135,TRD-001555,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-23T09:45:00Z,2026-01-24T23:59:59Z,ACCEPTED,
ACER-573963472,TRD-001556,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-23T11:46:00Z,2026-01-24T23:59:59Z,ACCEPTED,
ACER-703753788,TRD-001557,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-23T20:02:00Z,2026-01-24T23:59:59Z,ACCEPTED,
ACER-887760652,TRD-001558,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-23T07:01:00Z,2026-01-24T23:59:59Z,ACCEPTED,
ACER-635711167,TRD-001559,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-23T14:16:00Z,2026-01-24T23:59:59Z,ACCEPTED,
ACER-467263223,TRD-001560,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-23T17:24:00Z,2026-01-24T23:59:59Z,ACCEPTED,
ACER-584288748,TRD-001561,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-23T18:26:00Z,2026-01-24T23:59:59Z,ACCEPTED,
ACER-632920474,TRD-001562,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-23T08:22:00Z,2026-01-24T23:59:59Z,ACCEPTED,
ACER-681911444,TRD-001563,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-23T11:04:00Z,2026-01-24T23:59:59Z,ACCEPTED,
ACER-245508509,TRD-001564,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-23T20:35:00Z,2026-01-24T23:59:59Z,SUBMITTED,
ACER-840792927,TRD-001565,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-23T14:41:00Z,2026-01-24T23:59:59Z,SUBMITTED,
ACER-319676247,TRD-001571,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-24T20:23:00Z,2026-01-25T23:59:59Z,ACCEPTED,
ACER-672794838,TRD-001572,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-24T18:45:00Z,2026-01-25T23:59:59Z,SUBMITTED,
ACER-237475731,TRD-001573,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-24T15:29:00Z,2026-01-25T23:59:59Z,ACCEPTED,
ACER-878234417,TRD-001574,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-24T18:38:00Z,2026-01-25T23:59:59Z,PENDING,
ACER-266412445,TRD-001575,A0003421.DE,TRANSPORTATION,AUCT,DE-LU,2026-01-24T17:06:00Z,2026-01-25T23:59:59Z,ACCEPTED,
ACER-830553623,TRD-001576,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-24T17:56:00Z,2026-01-25T23:59:59Z,ACCEPTED,
ACER-386266222,TRD-001577,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-24T11:36:00Z,2026-01-25T23:59:59Z,ACCEPTED,
ACER-900928646,TRD-001578,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-24T11:44:00Z,2026-01-25T23:59:59Z,ACCEPTED,
ACER-818739978,TRD-001579,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-24T11:13:00Z,2026-01-25T23:59:59Z,ACCEPTED,
ACER-728726029,TRD-001580,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-24T11:45:00Z,2026-01-25T23:59:59Z,SUBMITTED,
ACER-616999787,TRD-001581,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-24T15:59:00Z,2026-01-25T23:59:59Z,ACCEPTED,
ACER-194214417,TRD-001582,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-24T22:04:00Z,2026-01-25T23:59:59Z,ACCEPTED,
ACER-444247646,TRD-001583,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-24T07:38:00Z,2026-01-25T23:59:59Z,SUBMITTED,
ACER-554755295,TRD-001584,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-24T14:00:00Z,2026-01-25T23:59:59Z,ACCEPTED,
ACER-212367816,TRD-001585,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-24T12:09:00Z,2026-01-25T23:59:59Z,ACCEPTED,
ACER-138611220,TRD-001586,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-24T12:53:00Z,2026-01-25T23:59:59Z,ACCEPTED,
ACER-817604900,TRD-001587,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-24T06:30:00Z,2026-01-25T23:59:59Z,SUBMITTED,
ACER-950139184,TRD-001588,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-24T16:56:00Z,2026-01-25T23:59:59Z,SUBMITTED,
ACER-159765390,TRD-001589,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-24T20:39:00Z,2026-01-25T23:59:59Z,SUBMITTED,
ACER-778388825,TRD-001590,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-24T17:25:00Z,2026-01-25T23:59:59Z,SUBMITTED,
ACER-344567502,TRD-001591,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-24T22:42:00Z,2026-01-25T23:59:59Z,SUBMITTED,
ACER-744140322,TRD-001592,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-24T06:40:00Z,2026-01-25T23:59:59Z,ACCEPTED,
ACER-702139472,TRD-001593,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-24T13:16:00Z,2026-01-25T23:59:59Z,ACCEPTED,
ACER-416043578,TRD-001594,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-24T12:15:00Z,2026-01-25T23:59:59Z,ACCEPTED,
ACER-680452445,TRD-001595,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-24T18:33:00Z,2026-01-25T23:59:59Z,ACCEPTED,
ACER-790590036,TRD-001596,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-24T22:42:00Z,2026-01-25T23:59:59Z,ACCEPTED,
ACER-689031070,TRD-001597,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-24T22:17:00Z,2026-01-25T23:59:59Z,ACCEPTED,
ACER-120083591,TRD-001598,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-24T14:51:00Z,2026-01-25T23:59:59Z,ACCEPTED,
ACER-616590849,TRD-001599,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-24T16:17:00Z,2026-01-25T23:59:59Z,SUBMITTED,
ACER-301744356,TRD-001600,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-24T11:06:00Z,2026-01-25T23:59:59Z,PENDING,
ACER-943631238,TRD-001601,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-24T22:10:00Z,2026-01-25T23:59:59Z,PENDING,
ACER-790390201,TRD-001602,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-24T11:21:00Z,2026-01-25T23:59:59Z,SUBMITTED,
ACER-936423656,TRD-001603,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-24T15:30:00Z,2026-01-25T23:59:59Z,SUBMITTED,
ACER-764033368,TRD-001604,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-24T16:33:00Z,2026-01-25T23:59:59Z,SUBMITTED,
ACER-990499668,TRD-001605,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-24T08:01:00Z,2026-01-25T23:59:59Z,REJECTED,TIMESTAMP_FORMAT_ERROR
ACER-302732195,TRD-001606,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-24T10:54:00Z,2026-01-25T23:59:59Z,PENDING,
ACER-751793049,TRD-001607,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-24T22:56:00Z,2026-01-25T23:59:59Z,ACCEPTED,
ACER-997298139,TRD-001608,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-24T22:34:00Z,2026-01-25T23:59:59Z,ACCEPTED,
ACER-711036711,TRD-001609,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-24T20:18:00Z,2026-01-25T23:59:59Z,REJECTED,MISSING_COUNTERPARTY_ID
ACER-890353562,TRD-001601,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-25T17:51:00Z,2026-01-26T23:59:59Z,ACCEPTED,
ACER-905790309,TRD-001602,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-25T13:57:00Z,2026-01-26T23:59:59Z,ACCEPTED,
ACER-982334660,TRD-001603,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-25T14:46:00Z,2026-01-26T23:59:59Z,SUBMITTED,
ACER-572739101,TRD-001604,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-25T12:37:00Z,2026-01-26T23:59:59Z,ACCEPTED,
ACER-176950596,TRD-001605,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-25T06:04:00Z,2026-01-26T23:59:59Z,ACCEPTED,
ACER-247639213,TRD-001606,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-25T14:35:00Z,2026-01-26T23:59:59Z,SUBMITTED,
ACER-442424269,TRD-001607,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-25T16:00:00Z,2026-01-26T23:59:59Z,SUBMITTED,
ACER-849023242,TRD-001608,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-25T11:21:00Z,2026-01-26T23:59:59Z,ACCEPTED,
ACER-243502045,TRD-001609,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-25T07:00:00Z,2026-01-26T23:59:59Z,ACCEPTED,
ACER-796591692,TRD-001610,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-25T21:46:00Z,2026-01-26T23:59:59Z,ACCEPTED,
ACER-195594545,TRD-001611,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-25T11:40:00Z,2026-01-26T23:59:59Z,PENDING,
ACER-753123848,TRD-001612,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-25T08:15:00Z,2026-01-26T23:59:59Z,ACCEPTED,
ACER-526745984,TRD-001613,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-25T17:01:00Z,2026-01-26T23:59:59Z,SUBMITTED,
ACER-492750624,TRD-001614,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-25T07:23:00Z,2026-01-26T23:59:59Z,PENDING,
ACER-485796201,TRD-001615,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-25T16:31:00Z,2026-01-26T23:59:59Z,ACCEPTED,
ACER-828109047,TRD-001616,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-25T17:37:00Z,2026-01-26T23:59:59Z,ACCEPTED,
ACER-377642910,TRD-001617,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-25T10:40:00Z,2026-01-26T23:59:59Z,SUBMITTED,
ACER-118617201,TRD-001618,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-25T15:25:00Z,2026-01-26T23:59:59Z,ACCEPTED,
ACER-833186316,TRD-001619,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-25T14:36:00Z,2026-01-26T23:59:59Z,ACCEPTED,
ACER-389695701,TRD-001620,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-25T22:56:00Z,2026-01-26T23:59:59Z,ACCEPTED,
ACER-895609931,TRD-001621,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-25T10:17:00Z,2026-01-26T23:59:59Z,ACCEPTED,
ACER-715043371,TRD-001622,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-25T18:02:00Z,2026-01-26T23:59:59Z,ACCEPTED,
ACER-425333586,TRD-001623,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-25T09:00:00Z,2026-01-26T23:59:59Z,ACCEPTED,
ACER-727301081,TRD-001624,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-25T16:29:00Z,2026-01-26T23:59:59Z,SUBMITTED,
ACER-305215740,TRD-001625,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-25T22:22:00Z,2026-01-26T23:59:59Z,ACCEPTED,
ACER-889124291,TRD-001626,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-25T17:25:00Z,2026-01-26T23:59:59Z,PENDING,
ACER-485935743,TRD-001627,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-25T07:03:00Z,2026-01-26T23:59:59Z,SUBMITTED,
ACER-365245208,TRD-001628,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-25T07:38:00Z,2026-01-26T23:59:59Z,SUBMITTED,
ACER-775228479,TRD-001629,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-25T11:52:00Z,2026-01-26T23:59:59Z,REJECTED,MISSING_COUNTERPARTY_ID
ACER-583507227,TRD-001630,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-25T20:21:00Z,2026-01-26T23:59:59Z,ACCEPTED,
ACER-449219888,TRD-001631,A0003421.DE,STANDARD_SUPPLY,AUCT,DE-LU,2026-01-25T21:03:00Z,2026-01-26T23:59:59Z,ACCEPTED,
ACER-784621406,TRD-001632,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-25T10:16:00Z,2026-01-26T23:59:59Z,ACCEPTED,
ACER-967191368,TRD-001633,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-25T13:13:00Z,2026-01-26T23:59:59Z,ACCEPTED,
ACER-794333758,TRD-001634,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-25T22:41:00Z,2026-01-26T23:59:59Z,ACCEPTED,
ACER-563587164,TRD-001635,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-25T07:09:00Z,2026-01-26T23:59:59Z,SUBMITTED,
ACER-687257153,TRD-001636,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-25T06:24:00Z,2026-01-26T23:59:59Z,SUBMITTED,
ACER-916065312,TRD-001637,A0003421.DE,TRANSPORTATION,CONT,DE-LU,2026-01-25T10:19:00Z,2026-01-26T23:59:59Z,PENDING,
ACER-962851729,TRD-001638,A0003421.DE,STANDARD_SUPPLY,CONT,DE-LU,2026-01-25T20:13:00Z,2026-01-26T23:59:59Z,ACCEPTED,
ACER-643877622,TRD-001639,A0003421.DE,TRANSPORTATION,AUCT,DE-LU,2026-01-25T18:39:00Z,2026-01-26T23:59:59Z,ACCEPTED,
ACER-653670524,TRD-001640,A0003421.DE,TRANSPORTATION,AUCT,DE-LU,2026-01-25T10:29:00Z,2026-01-26T23:59:59Z,ACCEPTED,
