trade_id,timestamp_executed,delivery_start,delivery_end,direction,volume_mw,price_eur_mwh,plant_id,strategy,pnl_eur,trader_id,order_type,remit_reported
TRD-001682,2026-01-29T12:15:00Z,2026-01-29 12:15,2026-01-29 12:30,BUY,25,108.34,,ID_OPTIM,5804.78,TR_WEBER,LIMIT,True
TRD-001683,2026-01-29T00:00:00Z,2026-01-29 00:00,2026-01-29 00:15,SELL,10,58.82,RHEIN_CCGT,BALANCING,630.41,TR_MUELLER,ICEBERG,True
TRD-001684,2026-01-29T10:00:00Z,2026-01-29 10:00,2026-01-29 10:15,BUY,250,128.96,,SPREAD,897.93,TR_FISCHER,LIMIT,True
TRD-001685,2026-01-29T18:45:00Z,2026-01-29 18:45,2026-01-29 19:00,SELL,380,91.04,NORDSEE_WIND,SPREAD,-561.69,TR_MUELLER,ICEBERG,True
TRD-001686,2026-01-29T09:00:00Z,2026-01-29 09:00,2026-01-29 09:15,SELL,75,88.95,RHEIN_CCGT,BALANCING,-3505.73,TR_SCHMIDT,MARKET,True
TRD-001687,2026-01-29T14:00:00Z,2026-01-29 14:00,2026-01-29 14:15,SELL,100,97.1,BAYERN_SOLAR,BALANCING,3879.0,TR_FISCHER,LIMIT,True
TRD-001688,2026-01-29T21:15:00Z,2026-01-29 21:15,2026-01-29 21:30,BUY,380,37.09,,DA_HEDGE,-2622.44,TR_SCHMIDT,LIMIT,True
TRD-001689,2026-01-29T13:15:00Z,2026-01-29 13:15,2026-01-29 13:30,SELL,250,125.49,ISAR_OCGT,ID_OPTIM,1341.97,TR_MUELLER,LIMIT,True
TRD-001690,2026-01-29T09:30:00Z,2026-01-29 09:30,2026-01-29 09:45,BUY,200,96.87,,SPREAD,-2659.06,TR_SCHMIDT,LIMIT,True
TRD-001691,2026-01-29T19:45:00Z,2026-01-29 19:45,2026-01-29 20:00,BUY,10,60.53,,DA_HEDGE,1042.1,TR_WEBER,LIMIT,True
TRD-001692,2026-01-29T17:00:00Z,2026-01-29 17:00,2026-01-29 17:15,BUY,75,89.38,,BALANCING,843.38,TR_FISCHER,MARKET,True
TRD-001693,2026-01-29T07:30:00Z,2026-01-29 07:30,2026-01-29 07:45,BUY,75,50.73,,DA_HEDGE,811.86,TR_MUELLER,LIMIT,True
TRD-001694,2026-01-29T21:30:00Z,2026-01-29 21:30,2026-01-29 21:45,SELL,100,75.49,ISAR_OCGT,DA_HEDGE,750.91,TR_FISCHER,ICEBERG,True
TRD-001695,2026-01-29T16:15:00Z,2026-01-29 16:15,2026-01-29 16:30,SELL,50,101.05,BAYERN_SOLAR,ID_OPTIM,1115.11,TR_MUELLER,LIMIT,True
TRD-001696,2026-01-29T16:00:00Z,2026-01-29 16:00,2026-01-29 16:15,SELL,75,95.46,RHEIN_CCGT,DA_HEDGE,-2906.78,TR_MUELLER,LIMIT,True
TRD-001697,2026-01-29T12:45:00Z,2026-01-29 12:45,2026-01-29 13:00,SELL,25,79.97,ISAR_OCGT,ID_OPTIM,-4728.37,TR_MUELLER,ICEBERG,True
TRD-001698,2026-01-29T10:30:00Z,2026-01-29 10:30,2026-01-29 10:45,BUY,250,82.06,,ID_OPTIM,120.82,TR_SCHMIDT,LIMIT,True
TRD-001699,2026-01-29T18:15:00Z,2026-01-29 18:15,2026-01-29 18:30,SELL,20,87.64,ISAR_OCGT,ID_OPTIM,-3928.76,TR_FISCHER,LIMIT,True
TRD-001700,2026-01-29T12:00:00Z,2026-01-29 12:00,2026-01-29 12:15,SELL,200,55.62,RHEIN_CCGT,BALANCING,647.51,TR_MUELLER,LIMIT,True
TRD-001701,2026-01-30T06:45:00Z,2026-01-30 06:45,2026-01-30 07:00,SELL,150,52.42,RHEIN_CCGT,ID_OPTIM,2424.88,TR_MUELLER,LIMIT,True
TRD-001702,2026-01-30T14:00:00Z,2026-01-30 14:00,2026-01-30 14:15,SELL,75,80.04,ISAR_OCGT,BALANCING,236.98,TR_FISCHER,LIMIT,True
TRD-001703,2026-01-30T17:00:00Z,2026-01-30 17:00,2026-01-30 17:15,SELL,50,93.57,RHEIN_CCGT,ID_OPTIM,-4290.84,TR_FISCHER,LIMIT,True
TRD-001704,2026-01-30T22:00:00Z,2026-01-30 22:00,2026-01-30 22:15,SELL,380,69.47,BAYERN_SOLAR,ID_OPTIM,-2602.68,TR_MUELLER,LIMIT,True
TRD-001705,2026-01-30T10:45:00Z,2026-01-30 10:45,2026-01-30 11:00,SELL,150,89.52,RHEIN_CCGT,ID_OPTIM,-1628.05,TR_FISCHER,LIMIT,True
TRD-001706,2026-01-30T21:15:00Z,2026-01-30 21:15,2026-01-30 21:30,SELL,50,69.59,ISAR_OCGT,ID_OPTIM,-1339.44,TR_MUELLER,ICEBERG,True
TRD-001707,2026-01-30T02:30:00Z,2026-01-30 02:30,2026-01-30 02:45,SELL,25,72.71,ISAR_OCGT,SPREAD,-4339.7,TR_SCHMIDT,LIMIT,True
TRD-001708,2026-01-30T20:15:00Z,2026-01-30 20:15,2026-01-30 20:30,SELL,150,66.59,BAYERN_SOLAR,ID_OPTIM,-1135.13,TR_SCHMIDT,MARKET,True
TRD-001709,2026-01-30T20:30:00Z,2026-01-30 20:30,2026-01-30 20:45,BUY,250,113.09,,ID_OPTIM,2302.9,TR_WEBER,LIMIT,True
TRD-001710,2026-01-30T21:30:00Z,2026-01-30 21:30,2026-01-30 21:45,SELL,100,74.03,ISAR_OCGT,ID_OPTIM,175.2,TR_WEBER,LIMIT,True
TRD-001711,2026-01-30T01:30:00Z,2026-01-30 01:30,2026-01-30 01:45,SELL,25,71.64,ISAR_OCGT,ID_OPTIM,-3578.83,TR_SCHMIDT,LIMIT,True
TRD-001712,2026-01-30T07:30:00Z,2026-01-30 07:30,2026-01-30 07:45,SELL,50,57.06,NORDSEE_WIND,SPREAD,3038.45,TR_MUELLER,LIMIT,True
TRD-001713,2026-01-30T15:30:00Z,2026-01-30 15:30,2026-01-30 15:45,SELL,25,107.1,BAYERN_SOLAR,ID_OPTIM,4235.21,TR_WEBER,LIMIT,True
TRD-001714,2026-01-30T05:15:00Z,2026-01-30 05:15,2026-01-30 05:30,SELL,20,54.09,RHEIN_CCGT,BALANCING,-1316.4,TR_FISCHER,MARKET,True
TRD-001715,2026-01-30T04:15:00Z,2026-01-30 04:15,2026-01-30 04:30,SELL,75,74.13,NORDSEE_WIND,ID_OPTIM,2099.1,TR_SCHMIDT,LIMIT,True
TRD-001716,2026-01-31T17:45:00Z,2026-01-31 17:45,2026-01-31 18:00,SELL,380,79.38,NORDSEE_WIND,BALANCING,1817.7,TR_WEBER,MARKET,True
TRD-001717,2026-01-31T04:45:00Z,2026-01-31 04:45,2026-01-31 05:00,SELL,75,82.42,BAYERN_SOLAR,DA_HEDGE,4919.49,TR_MUELLER,MARKET,True
TRD-001718,2026-01-31T08:15:00Z,2026-01-31 08:15,2026-01-31 08:30,SELL,75,108.54,NORDSEE_WIND,ID_OPTIM,2567.93,TR_MUELLER,LIMIT,True
TRD-001719,2026-01-31T21:00:00Z,2026-01-31 21:00,2026-01-31 21:15,SELL,25,7.01,BAYERN_SOLAR,BALANCING,-3588.91,TR_FISCHER,LIMIT,True
TRD-001720,2026-01-31T03:15:00Z,2026-01-31 03:15,2026-01-31 03:30,SELL,25,80.36,NORDSEE_WIND,ID_OPTIM,706.31,TR_WEBER,MARKET,True
TRD-001721,2026-01-31T03:15:00Z,2026-01-31 03:15,2026-01-31 03:30,SELL,150,56.89,NORDSEE_WIND,ID_OPTIM,397.5,TR_FISCHER,LIMIT,True
TRD-001722,2026-01-31T22:15:00Z,2026-01-31 22:15,2026-01-31 22:30,BUY,20,78.12,,ID_OPTIM,3145.51,TR_MUELLER,LIMIT,True
TRD-001723,2026-01-31T02:30:00Z,2026-01-31 02:30,2026-01-31 02:45,BUY,20,56.17,,ID_OPTIM,-3878.02,TR_WEBER,LIMIT,True
TRD-001724,2026-01-31T02:15:00Z,2026-01-31 02:15,2026-01-31 02:30,SELL,100,19.6,RHEIN_CCGT,ID_OPTIM,-929.9,TR_SCHMIDT,LIMIT,True
TRD-001725,2026-01-31T04:00:00Z,2026-01-31 04:00,2026-01-31 04:15,BUY,75,14.21,,ID_OPTIM,-1753.69,TR_FISCHER,LIMIT,True
TRD-001726,2026-01-31T11:15:00Z,2026-01-31 11:15,2026-01-31 11:30,SELL,150,73.23,BAYERN_SOLAR,ID_OPTIM,3849.23,TR_SCHMIDT,MARKET,True
TRD-001727,2026-01-31T18:00:00Z,2026-01-31 18:00,2026-01-31 18:15,SELL,25,98.04,ISAR_OCGT,BALANCING,2587.04,TR_MUELLER,MARKET,True
TRD-001728,2026-01-31T09:15:00Z,2026-01-31 09:15,2026-01-31 09:30,BUY,50,103.06,,SPREAD,2052.66,TR_MUELLER,LIMIT,True
TRD-001729,2026-01-31T12:15:00Z,2026-01-31 12:15,2026-01-31 12:30,SELL,380,71.91,NORDSEE_WIND,BALANCING,1006.24,TR_FISCHER,ICEBERG,True
TRD-001730,2026-01-31T23:15:00Z,2026-01-31 23:15,2026-01-31 23:30,SELL,20,57.39,RHEIN_CCGT,BALANCING,2936.84,TR_WEBER,LIMIT,True
TRD-001731,2026-01-31T06:45:00Z,2026-01-31 06:45,2026-01-31 07:00,BUY,75,40.73,,SPREAD,4563.82,TR_MUELLER,LIMIT,True
TRD-001732,2026-01-31T23:00:00Z,2026-01-31 23:00,2026-01-31 23:15,SELL,75,80.98,NORDSEE_WIND,ID_OPTIM,-4426.67,TR_FISCHER,LIMIT,True
TRD-001733,2026-01-31T19:30:00Z,2026-01-31 19:30,2026-01-31 19:45,SELL,200,34.13,NORDSEE_WIND,ID_OPTIM,-997.4,TR_WEBER,ICEBERG,True
TRD-001734,2026-01-31T18:45:00Z,2026-01-31 18:45,2026-01-31 19:00,SELL,50,81.3,NORDSEE_WIND,ID_OPTIM,-123.12,TR_SCHMIDT,ICEBERG,True
TRD-001735,2026-01-31T10:00:00Z,2026-01-31 10:00,2026-01-31 10:15,SELL,25,70.09,BAYERN_SOLAR,DA_HEDGE,2458.37,TR_FISCHER,LIMIT,True
TRD-001736,2026-01-31T22:45:00Z,2026-01-31 22:45,2026-01-31 23:00,SELL,250,-2.59,RHEIN_CCGT,BALANCING,6170.76,TR_FISCHER,MARKET,True
TRD-001737,2026-01-31T17:45:00Z,2026-01-31 17:45,2026-01-31 18:00,BUY,200,100.43,,SPREAD,3852.72,TR_MUELLER,LIMIT,True
TRD-001738,2026-01-31T21:30:00Z,2026-01-31 21:30,2026-01-31 21:45,SELL,10,74.74,BAYERN_SOLAR,ID_OPTIM,280.72,TR_MUELLER,LIMIT,True
TRD-001739,2026-01-31T23:30:00Z,2026-01-31 23:30,2026-01-31 23:45,BUY,50,91.16,,SPREAD,291.2,TR_MUELLER,LIMIT,True
TRD-001740,2026-01-31T16:30:00Z,2026-01-31 16:30,2026-01-31 16:45,BUY,100,102.12,,SPREAD,8791.2,TR_WEBER,MARKET,True
TRD-001741,2026-01-31T04:00:00Z,2026-01-31 04:00,2026-01-31 04:15,SELL,200,56.72,RHEIN_CCGT,BALANCING,-1753.61,TR_WEBER,ICEBERG,True
TRD-001742,2026-01-31T06:15:00Z,2026-01-31 06:15,2026-01-31 06:30,BUY,50,24.45,,ID_OPTIM,4510.54,TR_FISCHER,LIMIT,True
TRD-001743,2026-01-31T13:30:00Z,2026-01-31 13:30,2026-01-31 13:45,SELL,75,51.9,NORDSEE_WIND,DA_HEDGE,-833.03,TR_MUELLER,ICEBERG,True
TRD-001744,2026-01-31T11:00:00Z,2026-01-31 11:00,2026-01-31 11:15,BUY,10,122.56,,BALANCING,-959.89,TR_FISCHER,ICEBERG,True
TRD-001745,2026-01-31T14:00:00Z,2026-01-31 14:00,2026-01-31 14:15,SELL,250,132.59,RHEIN_CCGT,BALANCING,4656.17,TR_MUELLER,LIMIT,True
TRD-001746,2026-01-31T21:45:00Z,2026-01-31 21:45,2026-01-31 22:00,SELL,20,63.65,ISAR_OCGT,ID_OPTIM,-1183.54,TR_FISCHER,LIMIT,True
TRD-001747,2026-02-01T12:00:00Z,2026-02-01 12:00,2026-02-01 12:15,BUY,20,88.35,,DA_HEDGE,1871.33,TR_MUELLER,LIMIT,True
TRD-001748,2026-02-01T23:45:00Z,2026-02-01 23:45,2026-02-02 00:00,SELL,250,73.28,RHEIN_CCGT,ID_OPTIM,0.99,TR_WEBER,ICEBERG,True
TRD-001749,2026-02-01T15:45:00Z,2026-02-01 15:45,2026-02-01 16:00,SELL,250,27.76,RHEIN_CCGT,ID_OPTIM,797.99,TR_MUELLER,MARKET,True
TRD-001750,2026-02-01T01:00:00Z,2026-02-01 01:00,2026-02-01 01:15,BUY,50,90.98,,ID_OPTIM,4823.03,TR_SCHMIDT,ICEBERG,True
TRD-001751,2026-02-01T17:15:00Z,2026-02-01 17:15,2026-02-01 17:30,SELL,20,72.83,RHEIN_CCGT,ID_OPTIM,4561.45,TR_MUELLER,LIMIT,True
TRD-001752,2026-02-01T01:00:00Z,2026-02-01 01:00,2026-02-01 01:15,SELL,20,46.36,RHEIN_CCGT,ID_OPTIM,4520.92,TR_WEBER,LIMIT,True
TRD-001753,2026-02-01T20:00:00Z,2026-02-01 20:00,2026-02-01 20:15,BUY,200,60.36,,ID_OPTIM,3048.86,TR_WEBER,MARKET,True
TRD-001754,2026-02-01T22:30:00Z,2026-02-01 22:30,2026-02-01 22:45,SELL,100,34.43,BAYERN_SOLAR,BALANCING,225.34,TR_SCHMIDT,LIMIT,True
TRD-001755,2026-02-01T00:45:00Z,2026-02-01 00:45,2026-02-01 01:00,SELL,25,66.82,RHEIN_CCGT,BALANCING,-3312.38,TR_WEBER,MARKET,True
TRD-001756,2026-02-01T20:15:00Z,2026-02-01 20:15,2026-02-01 20:30,BUY,380,73.5,,ID_OPTIM,-3600.43,TR_SCHMIDT,LIMIT,True
TRD-001757,2026-02-01T19:45:00Z,2026-02-01 19:45,2026-02-01 20:00,SELL,150,43.86,BAYERN_SOLAR,DA_HEDGE,-1905.78,TR_SCHMIDT,MARKET,True
TRD-001758,2026-02-01T00:15:00Z,2026-02-01 00:15,2026-02-01 00:30,SELL,10,47.52,NORDSEE_WIND,BALANCING,-2160.77,TR_MUELLER,LIMIT,True
TRD-001759,2026-02-01T18:30:00Z,2026-02-01 18:30,2026-02-01 18:45,BUY,150,81.58,,BALANCING,-785.83,TR_FISCHER,LIMIT,True
TRD-001760,2026-02-01T02:00:00Z,2026-02-01 02:00,2026-02-01 02:15,SELL,20,75.75,ISAR_OCGT,BALANCING,4265.03,TR_SCHMIDT,LIMIT,True
TRD-001761,2026-02-01T17:45:00Z,2026-02-01 17:45,2026-02-01 18:00,SELL,200,126.8,BAYERN_SOLAR,SPREAD,-4111.88,TR_WEBER,MARKET,True
TRD-001762,2026-02-01T07:30:00Z,2026-02-01 07:30,2026-02-01 07:45,SELL,150,62.47,NORDSEE_WIND,ID_OPTIM,916.5,TR_WEBER,LIMIT,True
TRD-001763,2026-02-01T03:30:00Z,2026-02-01 03:30,2026-02-01 03:45,SELL,50,109.85,BAYERN_SOLAR,ID_OPTIM,6410.52,TR_WEBER,LIMIT,True
TRD-001764,2026-02-01T22:45:00Z,2026-02-01 22:45,2026-02-01 23:00,SELL,150,49.63,BAYERN_SOLAR,BALANCING,982.33,TR_FISCHER,LIMIT,True
TRD-001765,2026-02-01T19:00:00Z,2026-02-01 19:00,2026-02-01 19:15,SELL,20,81.96,BAYERN_SOLAR,ID_OPTIM,1420.12,TR_SCHMIDT,LIMIT,True
TRD-001766,2026-02-01T09:30:00Z,2026-02-01 09:30,2026-02-01 09:45,SELL,50,56.15,RHEIN_CCGT,DA_HEDGE,500.53,TR_FISCHER,LIMIT,True
TRD-001767,2026-02-01T04:00:00Z,2026-02-01 04:00,2026-02-01 04:15,SELL,50,49.79,BAYERN_SOLAR,ID_OPTIM,705.74,TR_FISCHER,LIMIT,True
TRD-001768,2026-02-01T07:45:00Z,2026-02-01 07:45,2026-02-01 08:00,SELL,50,85.83,NORDSEE_WIND,ID_OPTIM,-1023.43,TR_WEBER,LIMIT,True
TRD-001769,2026-02-01T20:15:00Z,2026-02-01 20:15,2026-02-01 20:30,SELL,50,60.51,NORDSEE_WIND,ID_OPTIM,3431.03,TR_FISCHER,LIMIT,True
TRD-001770,2026-02-01T22:30:00Z,2026-02-01 22:30,2026-02-01 22:45,BUY,10,73.21,,SPREAD,2522.0,TR_WEBER,LIMIT,True
TRD-001771,2026-02-01T04:45:00Z,2026-02-01 04:45,2026-02-01 05:00,SELL,200,70.56,BAYERN_SOLAR,DA_HEDGE,-932.09,TR_WEBER,LIMIT,True
TRD-001772,2026-02-01T23:15:00Z,2026-02-01 23:15,2026-02-01 23:30,SELL,150,31.07,NORDSEE_WIND,DA_HEDGE,-2335.43,TR_FISCHER,MARKET,True
TRD-001773,2026-02-02T13:00:00Z,2026-02-02 13:00,2026-02-02 13:15,SELL,150,64.18,BAYERN_SOLAR,ID_OPTIM,-2274.35,TR_WEBER,LIMIT,True
TRD-001774,2026-02-02T10:45:00Z,2026-02-02 10:45,2026-02-02 11:00,BUY,250,123.82,,ID_OPTIM,6416.48,TR_WEBER,MARKET,True
TRD-001775,2026-02-02T17:45:00Z,2026-02-02 17:45,2026-02-02 18:00,SELL,50,103.28,BAYERN_SOLAR,ID_OPTIM,5980.8,TR_MUELLER,LIMIT,True
TRD-001776,2026-02-02T06:45:00Z,2026-02-02 06:45,2026-02-02 07:00,SELL,20,56.92,RHEIN_CCGT,SPREAD,-403.78,TR_SCHMIDT,LIMIT,True
TRD-001777,2026-02-02T10:00:00Z,2026-02-02 10:00,2026-02-02 10:15,BUY,250,107.64,,DA_HEDGE,2504.32,TR_SCHMIDT,LIMIT,True
TRD-001778,2026-02-02T04:15:00Z,2026-02-02 04:15,2026-02-02 04:30,SELL,250,70.04,RHEIN_CCGT,ID_OPTIM,3430.13,TR_SCHMIDT,ICEBERG,True
TRD-001779,2026-02-02T09:00:00Z,2026-02-02 09:00,2026-02-02 09:15,SELL,100,96.17,NORDSEE_WIND,ID_OPTIM,-1693.45,TR_SCHMIDT,MARKET,True
TRD-001780,2026-02-02T08:00:00Z,2026-02-02 08:00,2026-02-02 08:15,SELL,25,85.75,BAYERN_SOLAR,ID_OPTIM,1433.81,TR_MUELLER,LIMIT,True
TRD-001781,2026-02-02T22:15:00Z,2026-02-02 22:15,2026-02-02 22:30,BUY,10,91.84,,SPREAD,1310.01,TR_WEBER,MARKET,True
TRD-001782,2026-02-02T21:30:00Z,2026-02-02 21:30,2026-02-02 21:45,BUY,150,67.55,,DA_HEDGE,-283.45,TR_SCHMIDT,LIMIT,True
TRD-001783,2026-02-02T05:15:00Z,2026-02-02 05:15,2026-02-02 05:30,SELL,20,60.73,NORDSEE_WIND,DA_HEDGE,-15.02,TR_MUELLER,MARKET,True
TRD-001784,2026-02-02T23:30:00Z,2026-02-02 23:30,2026-02-02 23:45,BUY,200,25.29,,ID_OPTIM,3382.99,TR_WEBER,LIMIT,True
TRD-001785,2026-02-02T18:30:00Z,2026-02-02 18:30,2026-02-02 18:45,SELL,10,92.9,BAYERN_SOLAR,ID_OPTIM,-2414.55,TR_FISCHER,MARKET,True
TRD-001786,2026-02-02T18:45:00Z,2026-02-02 18:45,2026-02-02 19:00,SELL,380,93.25,ISAR_OCGT,BALANCING,1901.44,TR_MUELLER,LIMIT,True
TRD-001787,2026-02-02T04:45:00Z,2026-02-02 04:45,2026-02-02 05:00,BUY,50,45.31,,DA_HEDGE,-1909.06,TR_MUELLER,LIMIT,True
TRD-001788,2026-02-02T09:30:00Z,2026-02-02 09:30,2026-02-02 09:45,SELL,380,86.46,ISAR_OCGT,ID_OPTIM,-819.8,TR_MUELLER,LIMIT,True
TRD-001789,2026-02-02T10:00:00Z,2026-02-02 10:00,2026-02-02 10:15,BUY,20,62.06,,BALANCING,1488.93,TR_WEBER,LIMIT,True
TRD-001790,2026-02-02T21:30:00Z,2026-02-02 21:30,2026-02-02 21:45,BUY,380,54.63,,BALANCING,-472.35,TR_WEBER,ICEBERG,True
TRD-001791,2026-02-02T02:45:00Z,2026-02-02 02:45,2026-02-02 03:00,SELL,250,52.62,NORDSEE_WIND,ID_OPTIM,5128.05,TR_MUELLER,LIMIT,True
TRD-001792,2026-02-02T20:00:00Z,2026-02-02 20:00,2026-02-02 20:15,BUY,380,101.14,,ID_OPTIM,2269.74,TR_SCHMIDT,LIMIT,True
TRD-001793,2026-02-03T23:15:00Z,2026-02-03 23:15,2026-02-03 23:30,SELL,20,83.83,RHEIN_CCGT,SPREAD,-1762.44,TR_WEBER,LIMIT,True
TRD-001794,2026-02-03T00:00:00Z,2026-02-03 00:00,2026-02-03 00:15,SELL,75,58.45,ISAR_OCGT,DA_HEDGE,-1507.5,TR_FISCHER,LIMIT,True
TRD-001795,2026-02-03T15:45:00Z,2026-02-03 15:45,2026-02-03 16:00,SELL,50,94.46,RHEIN_CCGT,DA_HEDGE,-3385.6,TR_FISCHER,LIMIT,True
TRD-001796,2026-02-03T13:30:00Z,2026-02-03 13:30,2026-02-03 13:45,BUY,20,108.98,,SPREAD,5753.49,TR_WEBER,LIMIT,True
TRD-001797,2026-02-03T13:30:00Z,2026-02-03 13:30,2026-02-03 13:45,BUY,25,46.11,,DA_HEDGE,3254.49,TR_FISCHER,MARKET,True
TRD-001798,2026-02-03T19:45:00Z,2026-02-03 19:45,2026-02-03 20:00,SELL,25,55.51,BAYERN_SOLAR,BALANCING,-4108.48,TR_MUELLER,LIMIT,True
TRD-001799,2026-02-03T14:00:00Z,2026-02-03 14:00,2026-02-03 14:15,SELL,20,88.92,RHEIN_CCGT,SPREAD,1466.05,TR_SCHMIDT,ICEBERG,True
TRD-001800,2026-02-03T15:15:00Z,2026-02-03 15:15,2026-02-03 15:30,BUY,100,68.29,,ID_OPTIM,3141.51,TR_SCHMIDT,LIMIT,True
TRD-001801,2026-02-03T12:30:00Z,2026-02-03 12:30,2026-02-03 12:45,BUY,380,63.96,,ID_OPTIM,2694.2,TR_WEBER,LIMIT,True
TRD-001802,2026-02-03T12:15:00Z,2026-02-03 12:15,2026-02-03 12:30,SELL,50,108.38,RHEIN_CCGT,ID_OPTIM,425.67,TR_FISCHER,ICEBERG,True
TRD-001803,2026-02-03T18:00:00Z,2026-02-03 18:00,2026-02-03 18:15,SELL,50,83.07,RHEIN_CCGT,ID_OPTIM,-1978.51,TR_MUELLER,LIMIT,True
TRD-001804,2026-02-03T21:45:00Z,2026-02-03 21:45,2026-02-03 22:00,BUY,150,85.59,,ID_OPTIM,4316.13,TR_SCHMIDT,LIMIT,True
TRD-001805,2026-02-03T09:45:00Z,2026-02-03 09:45,2026-02-03 10:00,SELL,50,92.84,RHEIN_CCGT,ID_OPTIM,5119.46,TR_SCHMIDT,LIMIT,True
TRD-001806,2026-02-03T10:30:00Z,2026-02-03 10:30,2026-02-03 10:45,SELL,250,113.17,RHEIN_CCGT,ID_OPTIM,-4406.54,TR_WEBER,LIMIT,True
TRD-001807,2026-02-03T22:00:00Z,2026-02-03 22:00,2026-02-03 22:15,SELL,150,22.59,ISAR_OCGT,ID_OPTIM,5893.26,TR_FISCHER,LIMIT,True
TRD-001808,2026-02-03T15:45:00Z,2026-02-03 15:45,2026-02-03 16:00,BUY,200,79.17,,DA_HEDGE,1593.41,TR_FISCHER,MARKET,True
TRD-001809,2026-02-03T22:30:00Z,2026-02-03 22:30,2026-02-03 22:45,BUY,100,15.91,,SPREAD,-546.39,TR_FISCHER,LIMIT,True
TRD-001810,2026-02-03T15:45:00Z,2026-02-03 15:45,2026-02-03 16:00,SELL,150,108.94,NORDSEE_WIND,BALANCING,-768.2,TR_WEBER,LIMIT,True
TRD-001811,2026-02-03T09:15:00Z,2026-02-03 09:15,2026-02-03 09:30,SELL,25,111.42,NORDSEE_WIND,BALANCING,7993.72,TR_SCHMIDT,MARKET,True
TRD-001812,2026-02-03T18:45:00Z,2026-02-03 18:45,2026-02-03 19:00,SELL,25,73.12,RHEIN_CCGT,ID_OPTIM,-551.05,TR_FISCHER,MARKET,True
TRD-001813,2026-02-03T19:15:00Z,2026-02-03 19:15,2026-02-03 19:30,SELL,200,57.71,ISAR_OCGT,ID_OPTIM,5490.97,TR_MUELLER,MARKET,True
TRD-001814,2026-02-03T23:15:00Z,2026-02-03 23:15,2026-02-03 23:30,SELL,150,82.02,ISAR_OCGT,ID_OPTIM,3985.19,TR_SCHMIDT,MARKET,True
TRD-001815,2026-02-03T11:00:00Z,2026-02-03 11:00,2026-02-03 11:15,SELL,25,142.15,ISAR_OCGT,BALANCING,-41.61,TR_WEBER,LIMIT,True
TRD-001816,2026-02-03T08:00:00Z,2026-02-03 08:00,2026-02-03 08:15,SELL,75,108.07,BAYERN_SOLAR,DA_HEDGE,-5934.9,TR_SCHMIDT,LIMIT,True
TRD-001817,2026-02-03T08:45:00Z,2026-02-03 08:45,2026-02-03 09:00,SELL,50,70.48,NORDSEE_WIND,ID_OPTIM,-1338.83,TR_WEBER,ICEBERG,True
TRD-001818,2026-02-03T01:45:00Z,2026-02-03 01:45,2026-02-03 02:00,SELL,10,69.77,ISAR_OCGT,ID_OPTIM,5834.29,TR_MUELLER,MARKET,True
TRD-001819,2026-02-03T08:00:00Z,2026-02-03 08:00,2026-02-03 08:15,SELL,10,54.23,NORDSEE_WIND,BALANCING,45.59,TR_FISCHER,MARKET,True
TRD-001820,2026-02-03T09:45:00Z,2026-02-03 09:45,2026-02-03 10:00,BUY,200,91.19,,ID_OPTIM,-1748.31,TR_SCHMIDT,ICEBERG,True
TRD-001821,2026-02-03T16:15:00Z,2026-02-03 16:15,2026-02-03 16:30,SELL,380,97.48,RHEIN_CCGT,SPREAD,-2003.85,TR_MUELLER,LIMIT,True
TRD-001822,2026-02-03T06:15:00Z,2026-02-03 06:15,2026-02-03 06:30,BUY,380,90.55,,ID_OPTIM,5339.62,TR_FISCHER,LIMIT,True
TRD-001823,2026-02-03T18:30:00Z,2026-02-03 18:30,2026-02-03 18:45,SELL,20,97.48,BAYERN_SOLAR,SPREAD,4955.25,TR_SCHMIDT,LIMIT,True
TRD-001824,2026-02-03T02:30:00Z,2026-02-03 02:30,2026-02-03 02:45,BUY,50,38.79,,SPREAD,1400.4,TR_FISCHER,ICEBERG,True
TRD-001825,2026-02-03T22:45:00Z,2026-02-03 22:45,2026-02-03 23:00,BUY,10,13.1,,SPREAD,-5211.95,TR_WEBER,LIMIT,True
TRD-001826,2026-02-03T16:45:00Z,2026-02-03 16:45,2026-02-03 17:00,BUY,200,91.79,,ID_OPTIM,1009.95,TR_FISCHER,MARKET,True
TRD-001827,2026-02-03T10:15:00Z,2026-02-03 10:15,2026-02-03 10:30,BUY,150,106.46,,ID_OPTIM,1542.61,TR_MUELLER,ICEBERG,True
TRD-001828,2026-02-03T00:15:00Z,2026-02-03 00:15,2026-02-03 00:30,SELL,250,57.16,BAYERN_SOLAR,SPREAD,3710.65,TR_FISCHER,LIMIT,True
TRD-001829,2026-02-03T10:30:00Z,2026-02-03 10:30,2026-02-03 10:45,SELL,380,108.22,ISAR_OCGT,BALANCING,-235.52,TR_FISCHER,ICEBERG,True
TRD-001830,2026-02-03T20:30:00Z,2026-02-03 20:30,2026-02-03 20:45,SELL,10,63.79,BAYERN_SOLAR,DA_HEDGE,1534.01,TR_WEBER,LIMIT,True
TRD-001831,2026-02-03T06:15:00Z,2026-02-03 06:15,2026-02-03 06:30,SELL,25,83.23,NORDSEE_WIND,DA_HEDGE,4053.94,TR_FISCHER,ICEBERG,True
TRD-001832,2026-02-03T12:00:00Z,2026-02-03 12:00,2026-02-03 12:15,SELL,50,84.06,BAYERN_SOLAR,DA_HEDGE,1153.51,TR_MUELLER,LIMIT,True
