timestamp_utc,forecast_horizon_hrs,wind_forecast_mw,wind_p10_mw,wind_p90_mw,solar_forecast_mw,solar_p10_mw,solar_p90_mw,total_renewable_mw,forecast_error_mw
2026-01-13T13:00:00Z,20.9,274.0,164.4,350,99.6,49.8,120,373.6,14.1
2026-01-13T13:15:00Z,31.2,272.3,163.4,350,119.3,59.7,120,391.6,-5.3
2026-01-13T13:30:00Z,29.7,282.7,169.6,350,103.6,51.8,120,386.3,24.6
2026-01-13T13:45:00Z,14.3,291.0,174.6,350,101.3,50.7,120,392.3,-5.2
2026-01-13T14:00:00Z,34.2,330.2,198.1,350,98.3,49.2,120,428.5,10.3
2026-01-13T14:15:00Z,16.5,300.5,180.3,350,98.6,49.3,120,399.0,-25.1
2026-01-13T14:30:00Z,26.7,264.8,158.9,350,96.8,48.4,120,361.6,-3.5
2026-01-13T14:45:00Z,18.0,271.3,162.8,350,84.4,42.2,109.7,355.7,20.9
2026-01-13T15:00:00Z,23.1,294.4,176.6,350,98.7,49.4,120,393.1,-2.6
2026-01-13T15:15:00Z,23.0,325.4,195.2,350,80.6,40.3,104.8,405.9,-14.3
2026-01-13T15:30:00Z,47.1,308.2,184.9,350,98.3,49.2,120,406.6,4.9
2026-01-13T15:45:00Z,6.4,313.7,188.2,350,97.5,48.8,120,411.2,17.7
2026-01-13T16:00:00Z,28.7,265.2,159.1,350,58.1,29.0,75.5,323.2,10.3
2026-01-13T16:15:00Z,32.5,304.3,182.6,350,77.2,38.6,100.3,381.5,5.2
2026-01-13T16:30:00Z,27.6,272.1,163.2,350,75.6,37.8,98.3,347.7,25.3
2026-01-13T16:45:00Z,23.9,291.7,175.0,350,60.8,30.4,79.1,352.6,-4.2
2026-01-13T17:00:00Z,33.4,283.1,169.9,350,57.3,28.6,74.5,340.4,10.6
2026-01-13T17:15:00Z,21.5,280.3,168.2,350,49.9,25.0,64.9,330.2,-11.6
2026-01-13T17:30:00Z,45.4,276.8,166.1,350,45.9,23.0,59.7,322.7,-7.0
2026-01-13T17:45:00Z,21.2,233.2,139.9,326.4,49.2,24.6,64.0,282.4,4.7
2026-01-13T18:00:00Z,44.9,243.4,146.0,340.7,34.2,17.1,44.5,277.6,-0.7
2026-01-13T18:15:00Z,23.8,266.2,159.7,350,24.6,12.3,32.0,290.8,-8.4
2026-01-13T18:30:00Z,25.8,290.9,174.6,350,32.1,16.0,41.7,323.0,-13.4
2026-01-13T18:45:00Z,34.0,227.9,136.7,319.1,30.4,15.2,39.6,258.3,-25.6
2026-01-13T19:00:00Z,2.3,262.5,157.5,350,11.6,5.8,15.1,274.2,-11.8
2026-01-13T19:15:00Z,29.7,259.5,155.7,350,10.3,5.1,13.4,269.7,-17.3
2026-01-13T19:30:00Z,45.0,249.5,149.7,349.3,9.4,4.7,12.2,258.9,11.8
2026-01-13T19:45:00Z,29.8,267.8,160.7,350,12.2,6.1,15.8,280.0,-4.2
2026-01-13T20:00:00Z,2.3,250.2,150.1,350,0.0,0.0,0.0,250.2,8.9
2026-01-13T20:15:00Z,30.3,296.8,178.1,350,0.0,0.0,0.0,296.8,24.3
2026-01-13T20:30:00Z,18.5,277.3,166.4,350,0.0,0.0,0.0,277.3,-7.8
2026-01-13T20:45:00Z,28.0,294.5,176.7,350,0.0,0.0,0.0,294.5,13.7
2026-01-13T21:00:00Z,35.7,320.3,192.2,350,0,0,0.0,320.3,1.4
2026-01-13T21:15:00Z,43.3,278.3,167.0,350,0,0,0.0,278.3,16.9
2026-01-13T21:30:00Z,36.4,264.4,158.6,350,0,0,0.0,264.4,-6.4
2026-01-13T21:45:00Z,44.5,302.1,181.2,350,0,0,0.0,302.1,-7.8
2026-01-13T22:00:00Z,6.3,288.8,173.3,350,0,0,0.0,288.8,6.7
2026-01-13T22:15:00Z,25.5,266.1,159.7,350,0,0,0.0,266.1,21.3
2026-01-13T22:30:00Z,37.6,278.9,167.3,350,0,0,0.0,278.9,-12.5
2026-01-13T22:45:00Z,46.9,306.2,183.7,350,0,0,0.0,306.2,-12.4
2026-01-13T23:00:00Z,25.8,302.1,181.3,350,0,0,0.0,302.1,0.3
2026-01-13T23:15:00Z,46.8,275.7,165.4,350,0,0,0.0,275.7,-15.1
2026-01-13T23:30:00Z,39.7,282.5,169.5,350,0,0,0.0,282.5,10.6
2026-01-13T23:45:00Z,44.7,318.7,191.2,350,0,0,0.0,318.7,10.7
2026-01-14T00:00:00Z,33.3,178.7,107.2,250.2,0,0,0.0,178.7,6.8
2026-01-14T00:15:00Z,46.9,190.1,114.1,266.2,0,0,0.0,190.1,0.1
2026-01-14T00:30:00Z,28.8,175.3,105.2,245.4,0,0,0.0,175.3,18.9
2026-01-14T00:45:00Z,25.5,196.9,118.1,275.6,0,0,0.0,196.9,5.9
2026-01-14T01:00:00Z,9.4,190.8,114.5,267.1,0,0,0.0,190.8,24.6
2026-01-14T01:15:00Z,37.8,217.2,130.3,304.1,0,0,0.0,217.2,2.9
2026-01-14T01:30:00Z,24.3,171.2,102.7,239.6,0,0,0.0,171.2,25.5
2026-01-14T01:45:00Z,44.4,162.7,97.6,227.7,0,0,0.0,162.7,15.2
2026-01-14T02:00:00Z,28.2,241.7,145.0,338.3,0,0,0.0,241.7,2.0
2026-01-14T02:15:00Z,8.6,166.7,100.0,233.3,0,0,0.0,166.7,8.0
2026-01-14T02:30:00Z,2.0,155.7,93.4,218.0,0,0,0.0,155.7,0.3
2026-01-14T02:45:00Z,6.5,154.1,92.5,215.7,0,0,0.0,154.1,11.4
2026-01-14T03:00:00Z,3.8,215.0,129.0,301.1,0,0,0.0,215.0,8.2
2026-01-14T03:15:00Z,2.2,96.5,57.9,135.1,0,0,0.0,96.5,5.6
2026-01-14T03:30:00Z,40.2,158.7,95.2,222.1,0,0,0.0,158.7,3.0
2026-01-14T03:45:00Z,29.6,170.5,102.3,238.7,0,0,0.0,170.5,-19.0
2026-01-14T04:00:00Z,23.7,174.6,104.8,244.4,0,0,0.0,174.6,-26.6
2026-01-14T04:15:00Z,31.6,196.8,118.1,275.5,0,0,0.0,196.8,6.9
2026-01-14T04:30:00Z,40.2,185.5,111.3,259.7,0,0,0.0,185.5,-14.1
2026-01-14T04:45:00Z,34.0,186.1,111.7,260.6,0,0,0.0,186.1,21.9
2026-01-14T05:00:00Z,42.5,178.0,106.8,249.2,0,0,0.0,178.0,-15.1
2026-01-14T05:15:00Z,0.3,149.8,89.9,209.8,0,0,0.0,149.8,25.3
2026-01-14T05:30:00Z,16.2,152.1,91.3,213.0,0,0,0.0,152.1,-9.4
2026-01-14T05:45:00Z,3.4,191.0,114.6,267.4,0,0,0.0,191.0,11.7
2026-01-14T06:00:00Z,7.1,175.1,105.1,245.2,0.0,0,0.0,175.1,-1.5
2026-01-14T06:15:00Z,24.7,209.4,125.6,293.1,0.0,0,0.0,209.4,11.9
2026-01-14T06:30:00Z,13.6,112.0,67.2,156.7,0.0,0,0.0,112.0,4.7
2026-01-14T06:45:00Z,13.9,155.0,93.0,216.9,0.0,0,0.0,155.0,9.4
2026-01-14T07:00:00Z,17.6,158.5,95.1,221.9,9.4,4.7,12.2,167.9,-3.6
2026-01-14T07:15:00Z,47.7,181.6,109.0,254.3,8.8,4.4,11.5,190.5,37.7
2026-01-14T07:30:00Z,7.6,199.9,119.9,279.9,9.2,4.6,12.0,209.1,-24.1
2026-01-14T07:45:00Z,36.5,175.3,105.2,245.4,9.7,4.9,12.6,185.0,4.6
2026-01-14T08:00:00Z,18.9,207.4,124.4,290.4,25.8,12.9,33.5,233.1,-6.0
2026-01-14T08:15:00Z,14.5,170.3,102.2,238.4,28.8,14.4,37.5,199.1,9.9
2026-01-14T08:30:00Z,22.2,167.1,100.3,234.0,24.9,12.4,32.3,192.0,14.6
2026-01-14T08:45:00Z,24.1,187.2,112.3,262.1,25.7,12.8,33.4,212.9,-16.5
2026-01-14T09:00:00Z,28.6,159.1,95.4,222.7,57.0,28.5,74.1,216.1,7.1
2026-01-14T09:15:00Z,14.8,191.9,115.2,268.7,55.5,27.8,72.2,247.5,17.1
2026-01-14T09:30:00Z,17.7,191.2,114.7,267.7,41.7,20.8,54.2,232.9,-8.6
2026-01-14T09:45:00Z,14.0,105.3,63.2,147.4,54.4,27.2,70.7,159.7,29.5
2026-01-14T10:00:00Z,0.7,197.3,118.4,276.2,60.9,30.4,79.1,258.1,-36.3
2026-01-14T10:15:00Z,32.3,163.8,98.3,229.4,82.3,41.2,107.0,246.1,-0.0
2026-01-14T10:30:00Z,13.5,128.6,77.1,180.0,65.8,32.9,85.6,194.4,-32.0
2026-01-14T10:45:00Z,19.0,144.7,86.8,202.6,70.4,35.2,91.5,215.1,27.3
2026-01-14T11:00:00Z,3.0,141.3,84.8,197.8,72.0,36.0,93.6,213.2,-1.6
2026-01-14T11:15:00Z,47.2,185.9,111.6,260.3,89.7,44.9,116.6,275.7,5.7
2026-01-14T11:30:00Z,46.9,152.4,91.4,213.3,96.8,48.4,120,249.1,11.6
2026-01-14T11:45:00Z,4.9,138.4,83.0,193.7,71.9,35.9,93.4,210.2,-8.0
2026-01-14T12:00:00Z,26.7,161.6,97.0,226.3,99.8,49.9,120,261.5,-6.3
2026-01-14T12:15:00Z,36.2,124.5,74.7,174.4,99.5,49.8,120,224.1,1.0
2026-01-14T12:30:00Z,37.2,168.2,100.9,235.4,104.9,52.4,120,273.1,25.5
2026-01-14T12:45:00Z,7.0,175.7,105.4,246.0,106.6,53.3,120,282.3,-9.8
2026-01-14T13:00:00Z,38.0,129.4,77.6,181.1,112.5,56.3,120,241.9,-0.1
2026-01-14T13:15:00Z,43.0,176.7,106.0,247.4,117.5,58.8,120,294.2,13.9
2026-01-14T13:30:00Z,46.3,179.4,107.6,251.2,93.2,46.6,120,272.6,-18.7
2026-01-14T13:45:00Z,43.1,157.2,94.3,220.1,86.5,43.2,112.4,243.6,-7.4
2026-01-14T14:00:00Z,3.3,145.9,87.5,204.2,108.8,54.4,120,254.7,-4.5
2026-01-14T14:15:00Z,9.8,195.8,117.5,274.2,82.3,41.2,107.0,278.2,3.0
2026-01-14T14:30:00Z,33.6,106.7,64.0,149.4,100.1,50.0,120,206.8,5.1
2026-01-14T14:45:00Z,31.4,113.7,68.2,159.2,107.2,53.6,120,221.0,-9.9
2026-01-14T15:00:00Z,38.8,110.8,66.5,155.1,85.0,42.5,110.6,195.8,23.3
2026-01-14T15:15:00Z,26.3,158.9,95.3,222.4,80.6,40.3,104.8,239.5,-11.5
2026-01-14T15:30:00Z,28.8,146.6,87.9,205.2,80.1,40.1,104.2,226.7,16.6
2026-01-14T15:45:00Z,10.1,149.7,89.8,209.5,87.8,43.9,114.1,237.5,7.2
2026-01-14T16:00:00Z,37.4,129.9,78.0,181.9,61.1,30.5,79.4,191.0,-12.9
2026-01-14T16:15:00Z,46.3,120.8,72.5,169.1,69.2,34.6,89.9,189.9,-4.4
2026-01-14T16:30:00Z,38.2,150.5,90.3,210.7,69.6,34.8,90.5,220.1,-6.6
2026-01-14T16:45:00Z,4.4,184.4,110.6,258.1,81.8,40.9,106.3,266.1,-21.9
2026-01-14T17:00:00Z,44.3,120.3,72.2,168.4,53.6,26.8,69.7,173.9,-2.1
2026-01-14T17:15:00Z,1.3,116.4,69.8,163.0,41.8,20.9,54.3,158.2,17.8
2026-01-14T17:30:00Z,47.8,163.0,97.8,228.2,43.2,21.6,56.1,206.2,-29.5
2026-01-14T17:45:00Z,31.1,177.5,106.5,248.6,48.1,24.1,62.6,225.7,2.3
2026-01-14T18:00:00Z,29.6,147.0,88.2,205.7,25.7,12.8,33.4,172.6,-3.9
2026-01-14T18:15:00Z,11.8,158.3,95.0,221.7,26.5,13.3,34.5,184.8,6.1
2026-01-14T18:30:00Z,38.9,148.4,89.0,207.8,28.3,14.2,36.8,176.7,-20.8
2026-01-14T18:45:00Z,37.0,138.7,83.2,194.2,26.2,13.1,34.1,164.9,12.0
2026-01-14T19:00:00Z,21.0,115.1,69.0,161.1,12.1,6.0,15.7,127.2,-22.3
2026-01-14T19:15:00Z,23.0,133.3,80.0,186.6,11.4,5.7,14.8,144.7,-2.8
2026-01-14T19:30:00Z,19.0,174.1,104.5,243.8,9.6,4.8,12.5,183.8,24.2
2026-01-14T19:45:00Z,43.7,131.9,79.1,184.6,11.8,5.9,15.4,143.7,-18.2
2026-01-14T20:00:00Z,16.8,137.7,82.6,192.8,0.0,0.0,0.0,137.7,-9.4
2026-01-14T20:15:00Z,32.3,157.3,94.4,220.2,0.0,0.0,0.0,157.3,8.8
2026-01-14T20:30:00Z,24.5,158.3,95.0,221.6,0.0,0.0,0.0,158.3,-1.7
2026-01-14T20:45:00Z,6.9,114.8,68.9,160.8,0.0,0.0,0.0,114.8,5.9
2026-01-14T21:00:00Z,37.3,129.0,77.4,180.6,0,0,0.0,129.0,-0.7
2026-01-14T21:15:00Z,36.7,187.7,112.6,262.7,0,0,0.0,187.7,6.5
2026-01-14T21:30:00Z,15.6,120.8,72.5,169.1,0,0,0.0,120.8,9.3
2026-01-14T21:45:00Z,21.9,150.9,90.5,211.3,0,0,0.0,150.9,-8.7
2026-01-14T22:00:00Z,1.8,184.7,110.8,258.5,0,0,0.0,184.7,-17.9
2026-01-14T22:15:00Z,37.8,190.7,114.4,267.0,0,0,0.0,190.7,3.4
2026-01-14T22:30:00Z,29.9,124.1,74.4,173.7,0,0,0.0,124.1,12.5
2026-01-14T22:45:00Z,6.7,160.5,96.3,224.7,0,0,0.0,160.5,-9.9
2026-01-14T23:00:00Z,2.7,157.8,94.7,221.0,0,0,0.0,157.8,20.2
2026-01-14T23:15:00Z,6.6,179.3,107.6,251.0,0,0,0.0,179.3,-12.3
2026-01-14T23:30:00Z,2.3,139.2,83.5,194.9,0,0,0.0,139.2,-29.9
2026-01-14T23:45:00Z,17.4,148.9,89.3,208.5,0,0,0.0,148.9,-3.0
2026-01-15T00:00:00Z,2.3,114.9,68.9,160.9,0,0,0.0,114.9,-19.9
2026-01-15T00:15:00Z,41.3,178.2,106.9,249.5,0,0,0.0,178.2,-13.8
2026-01-15T00:30:00Z,7.2,152.9,91.7,214.1,0,0,0.0,152.9,-7.4
2026-01-15T00:45:00Z,27.9,139.1,83.4,194.7,0,0,0.0,139.1,-0.6
2026-01-15T01:00:00Z,24.0,131.1,78.6,183.5,0,0,0.0,131.1,6.4
2026-01-15T01:15:00Z,33.6,141.1,84.7,197.6,0,0,0.0,141.1,-31.7
2026-01-15T01:30:00Z,18.4,198.2,118.9,277.5,0,0,0.0,198.2,-13.1
2026-01-15T01:45:00Z,35.2,107.1,64.3,149.9,0,0,0.0,107.1,32.5
2026-01-15T02:00:00Z,13.4,140.8,84.5,197.2,0,0,0.0,140.8,6.1
2026-01-15T02:15:00Z,10.0,163.2,97.9,228.5,0,0,0.0,163.2,4.4
2026-01-15T02:30:00Z,5.4,198.1,118.8,277.3,0,0,0.0,198.1,-8.7
2026-01-15T02:45:00Z,28.0,183.4,110.0,256.7,0,0,0.0,183.4,-12.0
2026-01-15T03:00:00Z,11.7,154.3,92.6,216.0,0,0,0.0,154.3,0.3
2026-01-15T03:15:00Z,32.6,144.9,86.9,202.8,0,0,0.0,144.9,3.2
2026-01-15T03:30:00Z,5.5,171.4,102.8,239.9,0,0,0.0,171.4,-32.6
2026-01-15T03:45:00Z,16.3,185.5,111.3,259.7,0,0,0.0,185.5,1.3
2026-01-15T04:00:00Z,37.0,179.3,107.6,251.0,0,0,0.0,179.3,-0.5
2026-01-15T04:15:00Z,17.1,221.9,133.1,310.7,0,0,0.0,221.9,11.7
2026-01-15T04:30:00Z,1.6,143.7,86.2,201.2,0,0,0.0,143.7,11.4
2026-01-15T04:45:00Z,34.6,130.4,78.2,182.5,0,0,0.0,130.4,1.2
2026-01-15T05:00:00Z,33.3,137.3,82.4,192.2,0,0,0.0,137.3,-22.5
2026-01-15T05:15:00Z,29.5,144.5,86.7,202.3,0,0,0.0,144.5,-10.3
2026-01-15T05:30:00Z,30.0,147.4,88.4,206.3,0,0,0.0,147.4,8.2
2026-01-15T05:45:00Z,29.4,136.3,81.8,190.8,0,0,0.0,136.3,7.7
2026-01-15T06:00:00Z,15.2,203.2,121.9,284.5,0.0,0,0.0,203.2,10.4
2026-01-15T06:15:00Z,31.6,198.2,118.9,277.5,0.0,0,0.0,198.2,17.5
2026-01-15T06:30:00Z,5.0,140.9,84.5,197.3,0.0,0,0.0,140.9,17.0
2026-01-15T06:45:00Z,19.2,135.9,81.5,190.3,0.0,0,0.0,135.9,15.1
2026-01-15T07:00:00Z,6.7,155.1,93.1,217.2,11.8,5.9,15.3,166.9,8.8
2026-01-15T07:15:00Z,28.6,150.9,90.5,211.3,11.1,5.6,14.5,162.0,-11.8
2026-01-15T07:30:00Z,7.6,138.1,82.9,193.3,10.9,5.5,14.2,149.0,17.4
2026-01-15T07:45:00Z,21.4,163.6,98.2,229.1,10.8,5.4,14.0,174.4,5.6
2026-01-15T08:00:00Z,20.1,165.9,99.5,232.2,28.4,14.2,37.0,194.3,-18.4
2026-01-15T08:15:00Z,44.9,143.5,86.1,200.9,29.8,14.9,38.7,173.3,-9.4
2026-01-15T08:30:00Z,20.8,127.7,76.6,178.8,31.5,15.7,40.9,159.2,-8.3
2026-01-15T08:45:00Z,40.4,152.4,91.4,213.4,32.8,16.4,42.6,185.2,20.8
2026-01-15T09:00:00Z,29.5,193.5,116.1,270.9,46.6,23.3,60.6,240.1,21.4
2026-01-15T09:15:00Z,47.9,139.5,83.7,195.3,41.4,20.7,53.8,180.9,26.7
2026-01-15T09:30:00Z,17.9,148.7,89.2,208.2,49.7,24.9,64.7,198.5,3.2
2026-01-15T09:45:00Z,14.4,87.4,52.4,122.3,59.1,29.5,76.8,146.4,25.6
2026-01-15T10:00:00Z,7.5,162.7,97.6,227.8,76.2,38.1,99.0,238.9,-20.4
2026-01-15T10:15:00Z,15.1,164.9,98.9,230.9,74.0,37.0,96.2,238.9,6.5
2026-01-15T10:30:00Z,41.7,121.0,72.6,169.3,82.9,41.4,107.7,203.8,-22.8
2026-01-15T10:45:00Z,31.2,146.2,87.7,204.6,76.4,38.2,99.3,222.5,-20.1
2026-01-15T11:00:00Z,1.2,143.0,85.8,200.2,97.7,48.8,120,240.7,25.6
2026-01-15T11:15:00Z,35.0,161.6,96.9,226.2,79.6,39.8,103.4,241.1,-21.3
2026-01-15T11:30:00Z,45.6,164.0,98.4,229.6,74.2,37.1,96.5,238.2,-1.6
2026-01-15T11:45:00Z,45.5,159.1,95.5,222.7,79.5,39.8,103.4,238.6,-14.9
2026-01-15T12:00:00Z,10.9,137.7,82.6,192.7,101.1,50.6,120,238.8,2.8
2026-01-15T12:15:00Z,24.6,126.4,75.8,176.9,92.6,46.3,120,218.9,-8.3
2026-01-15T12:30:00Z,5.4,121.1,72.7,169.5,107.5,53.8,120,228.6,15.2
2026-01-15T12:45:00Z,5.2,102.6,61.6,143.6,106.3,53.2,120,208.9,26.9
2026-01-15T13:00:00Z,6.8,126.7,76.0,177.3,115.3,57.7,120,242.0,-8.3
2026-01-15T13:15:00Z,35.5,103.7,62.2,145.1,120.0,60.0,120,223.6,-12.1
2026-01-15T13:30:00Z,38.0,157.1,94.2,219.9,95.8,47.9,120,252.9,-6.2
2026-01-15T13:45:00Z,39.7,125.5,75.3,175.7,118.8,59.4,120,244.3,-6.1
2026-01-15T14:00:00Z,46.3,172.5,103.5,241.4,86.6,43.3,112.5,259.0,-8.6
2026-01-15T14:15:00Z,18.9,151.1,90.7,211.5,106.4,53.2,120,257.5,-10.6
2026-01-15T14:30:00Z,27.6,108.1,64.8,151.3,83.5,41.7,108.5,191.6,15.0
2026-01-15T14:45:00Z,42.6,158.5,95.1,221.9,87.9,43.9,114.3,246.4,-14.2
2026-01-15T15:00:00Z,18.9,107.3,64.4,150.2,96.7,48.4,120,204.0,-6.3
2026-01-15T15:15:00Z,33.6,130.5,78.3,182.7,78.6,39.3,102.2,209.2,0.5
2026-01-15T15:30:00Z,32.2,132.9,79.8,186.1,96.1,48.1,120,229.1,8.3
2026-01-15T15:45:00Z,44.2,176.0,105.6,246.3,85.5,42.8,111.2,261.5,17.6
2026-01-15T16:00:00Z,11.7,120.8,72.5,169.2,67.9,33.9,88.2,188.7,-12.4
2026-01-15T16:15:00Z,27.7,140.9,84.5,197.2,71.7,35.8,93.1,212.5,8.9
2026-01-15T16:30:00Z,3.6,136.5,81.9,191.1,65.9,33.0,85.7,202.5,-14.1
2026-01-15T16:45:00Z,9.2,95.9,57.6,134.3,70.3,35.1,91.4,166.2,-2.0
2026-01-15T17:00:00Z,0.5,133.1,79.8,186.3,52.9,26.5,68.8,186.0,-9.1
2026-01-15T17:15:00Z,45.6,76.5,45.9,107.1,42.2,21.1,54.9,118.7,-20.7
2026-01-15T17:30:00Z,32.0,101.5,60.9,142.0,49.6,24.8,64.5,151.0,17.6
2026-01-15T17:45:00Z,42.0,88.6,53.1,124.0,44.1,22.1,57.4,132.7,7.9
2026-01-15T18:00:00Z,13.4,110.3,66.2,154.4,26.3,13.2,34.2,136.6,7.2
2026-01-15T18:15:00Z,17.0,143.3,86.0,200.7,33.8,16.9,43.9,177.1,-24.8
2026-01-15T18:30:00Z,13.8,145.4,87.3,203.6,26.7,13.3,34.7,172.1,-4.1
2026-01-15T18:45:00Z,40.0,98.2,58.9,137.5,27.3,13.7,35.5,125.5,-4.7
2026-01-15T19:00:00Z,1.7,147.0,88.2,205.7,11.9,6.0,15.5,158.9,-1.7
2026-01-15T19:15:00Z,25.6,120.9,72.6,169.3,12.3,6.1,16.0,133.2,17.2
2026-01-15T19:30:00Z,18.0,86.1,51.7,120.5,10.0,5.0,13.0,96.1,-3.2
2026-01-15T19:45:00Z,20.7,174.4,104.6,244.2,10.4,5.2,13.6,184.8,15.1
2026-01-15T20:00:00Z,0.8,119.1,71.5,166.8,0.0,0.0,0.0,119.1,32.9
2026-01-15T20:15:00Z,46.9,109.6,65.7,153.4,0.0,0.0,0.0,109.6,-41.4
2026-01-15T20:30:00Z,44.8,108.7,65.2,152.2,0.0,0.0,0.0,108.7,3.7
2026-01-15T20:45:00Z,20.6,175.2,105.1,245.2,0.0,0.0,0.0,175.2,-11.7
2026-01-15T21:00:00Z,21.6,153.6,92.1,215.0,0,0,0.0,153.6,11.3
2026-01-15T21:15:00Z,35.2,110.6,66.4,154.8,0,0,0.0,110.6,5.6
2026-01-15T21:30:00Z,0.3,133.2,79.9,186.4,0,0,0.0,133.2,9.2
2026-01-15T21:45:00Z,25.0,102.2,61.3,143.1,0,0,0.0,102.2,-8.6
2026-01-15T22:00:00Z,2.7,114.0,68.4,159.6,0,0,0.0,114.0,17.5
2026-01-15T22:15:00Z,38.4,155.4,93.2,217.5,0,0,0.0,155.4,-4.3
2026-01-15T22:30:00Z,32.7,152.8,91.7,214.0,0,0,0.0,152.8,26.8
2026-01-15T22:45:00Z,4.8,95.7,57.4,134.0,0,0,0.0,95.7,0.6
2026-01-15T23:00:00Z,7.5,182.6,109.5,255.6,0,0,0.0,182.6,19.6
2026-01-15T23:15:00Z,19.4,143.0,85.8,200.2,0,0,0.0,143.0,-41.5
2026-01-15T23:30:00Z,43.0,141.9,85.2,198.7,0,0,0.0,141.9,-21.0
2026-01-15T23:45:00Z,26.9,151.4,90.8,211.9,0,0,0.0,151.4,-32.9
2026-01-16T00:00:00Z,45.9,144.3,86.6,202.0,0,0,0.0,144.3,4.6
2026-01-16T00:15:00Z,40.7,102.0,61.2,142.9,0,0,0.0,102.0,2.2
2026-01-16T00:30:00Z,12.5,95.8,57.5,134.2,0,0,0.0,95.8,10.1
2026-01-16T00:45:00Z,36.7,174.1,104.5,243.7,0,0,0.0,174.1,29.5
2026-01-16T01:00:00Z,1.6,134.3,80.6,188.0,0,0,0.0,134.3,-9.6
2026-01-16T01:15:00Z,24.7,139.2,83.5,194.8,0,0,0.0,139.2,-1.2
2026-01-16T01:30:00Z,24.4,133.7,80.2,187.2,0,0,0.0,133.7,25.7
2026-01-16T01:45:00Z,23.7,156.6,94.0,219.2,0,0,0.0,156.6,3.5
2026-01-16T02:00:00Z,16.2,146.2,87.7,204.7,0,0,0.0,146.2,2.9
2026-01-16T02:15:00Z,37.9,161.6,96.9,226.2,0,0,0.0,161.6,-19.9
2026-01-16T02:30:00Z,42.9,180.7,108.4,253.0,0,0,0.0,180.7,-5.5
2026-01-16T02:45:00Z,10.0,158.1,94.8,221.3,0,0,0.0,158.1,-9.0
2026-01-16T03:00:00Z,36.9,145.0,87.0,203.0,0,0,0.0,145.0,-10.4
2026-01-16T03:15:00Z,23.0,149.1,89.5,208.7,0,0,0.0,149.1,9.6
2026-01-16T03:30:00Z,41.6,140.6,84.4,196.9,0,0,0.0,140.6,-8.3
2026-01-16T03:45:00Z,25.0,181.3,108.8,253.8,0,0,0.0,181.3,5.4
2026-01-16T04:00:00Z,19.3,195.5,117.3,273.7,0,0,0.0,195.5,-0.5
2026-01-16T04:15:00Z,6.4,134.4,80.6,188.1,0,0,0.0,134.4,0.2
2026-01-16T04:30:00Z,46.7,191.6,114.9,268.2,0,0,0.0,191.6,16.3
2026-01-16T04:45:00Z,32.0,203.2,121.9,284.4,0,0,0.0,203.2,4.4
2026-01-16T05:00:00Z,44.6,179.1,107.5,250.8,0,0,0.0,179.1,-18.9
2026-01-16T05:15:00Z,7.6,165.7,99.4,231.9,0,0,0.0,165.7,13.6
2026-01-16T05:30:00Z,2.3,199.0,119.4,278.6,0,0,0.0,199.0,29.1
2026-01-16T05:45:00Z,43.3,170.3,102.2,238.4,0,0,0.0,170.3,8.5
2026-01-16T06:00:00Z,27.4,198.4,119.0,277.8,0.0,0,0.0,198.4,4.3
2026-01-16T06:15:00Z,13.3,185.4,111.2,259.5,0.0,0,0.0,185.4,-12.4
2026-01-16T06:30:00Z,44.5,121.6,73.0,170.3,0.0,0,0.0,121.6,1.0
2026-01-16T06:45:00Z,11.0,169.8,101.9,237.7,0.0,0,0.0,169.8,-14.9
2026-01-16T07:00:00Z,44.2,178.4,107.1,249.8,10.1,5.0,13.1,188.5,16.0
2026-01-16T07:15:00Z,23.7,164.1,98.5,229.8,10.1,5.1,13.1,174.3,-1.3
2026-01-16T07:30:00Z,46.3,184.6,110.8,258.4,12.5,6.3,16.3,197.1,-7.4
2026-01-16T07:45:00Z,21.6,191.4,114.8,268.0,10.2,5.1,13.3,201.6,20.0
2026-01-16T08:00:00Z,7.1,167.0,100.2,233.8,27.5,13.7,35.7,194.5,9.0
2026-01-16T08:15:00Z,10.8,178.7,107.2,250.2,29.9,14.9,38.9,208.6,-0.8
2026-01-16T08:30:00Z,2.8,131.2,78.7,183.7,32.1,16.1,41.7,163.3,-5.5
2026-01-16T08:45:00Z,15.9,157.5,94.5,220.6,32.8,16.4,42.7,190.4,-10.2
2026-01-16T09:00:00Z,44.6,125.6,75.4,175.9,47.9,24.0,62.3,173.5,-10.6
2026-01-16T09:15:00Z,15.3,158.4,95.0,221.7,49.4,24.7,64.2,207.8,7.8
2026-01-16T09:30:00Z,21.2,131.8,79.1,184.6,48.8,24.4,63.4,180.6,-31.5
2026-01-16T09:45:00Z,28.5,167.1,100.3,233.9,54.1,27.0,70.3,221.2,-16.1
2026-01-16T10:00:00Z,17.0,194.6,116.8,272.5,79.6,39.8,103.4,274.2,25.9
2026-01-16T10:15:00Z,10.0,97.9,58.8,137.1,72.0,36.0,93.6,170.0,1.7
2026-01-16T10:30:00Z,39.0,153.6,92.2,215.1,82.3,41.2,107.0,235.9,6.4
2026-01-16T10:45:00Z,21.6,99.6,59.8,139.5,77.7,38.8,101.0,177.3,8.7
2026-01-16T11:00:00Z,22.3,138.2,82.9,193.4,99.1,49.5,120,237.3,4.1
